trial_len1,trial_len2,reach_diff,peak_velRight,peak_velLeft,vel_inxR,vel_inxL,mo_timeR,mo_timeL,peakAccR,peakAccL,acc_inxR,acc_inxL,firsthand,Participant
1203,1316,113,1.072503059,1.691744097,923,807,472,400,3.953929148,14.29247232,538,964,Right reached,27
1195,1708,513,1.390408351,1.067467875,816,817,611,607,10.445071,8.707988489,693,948,Left reached,27
1194,1801,607,1.177546747,0.759978396,871,818,45,1,7.306033289,5.767128658,758,1,Left reached,27
873,1429,556,0.87621092,0.942679679,675,759,437,442,5.028416302,4.409971934,565,607,Right reached,27
1305,1322,17,0.951053673,1.201833564,1059,1052,517,519,4.670027285,4.418591261,597,628,Left reached,27
1250,1629,379,1.172193338,0.510752239,675,1005,1,1,9.282931429,4.351517313,566,23,Left reached,27
1133,1289,156,1.051518451,0.830695979,1047,700,509,1,3.538174438,7.687732766,587,1234,Left reached,27
1023,1586,563,0.64623003,1.060304842,875,810,1,1,3.034852284,4.305195511,1,641,Right reached,27
1055,1410,355,0.978929944,0.698472359,993,910,558,1,4.61886007,3.406797805,631,1196,Left reached,27
1308,1892,584,0.981784639,1.078629599,710,1056,1,472,6.614638254,3.529596792,585,1357,Left reached,27
1366,1736,370,0.661956447,0.712589339,1247,762,1,548,2.300466897,4.648816644,18,1385,Left reached,27
1086,1444,358,1.960370771,2.198788507,733,751,1,409,12.20044196,15.87627131,945,921,Right reached,27
944,1396,452,0.874109789,0.688382836,757,796,380,1,3.671735113,2.887172107,461,1048,Left reached,27
719,1368,649,1.620089342,1.176568892,605,585,381,361,10.85913691,8.984064282,480,660,Left reached,27
1176,1501,325,0.823310758,1.062688633,871,871,1,369,3.821658168,4.121637427,445,453,Left reached,27
1169,1421,252,0.819774815,1.214877891,971,641,339,318,3.121691373,6.434820553,453,1231,Left reached,27
780,1234,454,1.329255993,1.069313492,705,646,354,391,7.613936569,8.131073346,888,824,Left reached,27
1042,1362,320,0.48275426,1.06134827,771,539,324,90,2.088915039,5.702820042,348,402,Right reached,27
1178,1240,62,1.205027018,0.947476558,599,860,323,296,6.661426127,2.950512163,424,414,Right reached,27
1180,1354,174,1.135526523,1.503914397,829,658,448,393,4.279203287,9.151523255,522,528,Right reached,27
997,1321,324,0.636881795,0.991381694,726,916,1,376,2.754700389,3.166587552,1,1297,Right reached,27
1000,1223,223,0.811674989,0.649312475,720,516,310,42,3.174912014,3.746603559,486,1,Left reached,27
1379,1399,20,0.781600883,0.877649288,935,851,1,290,2.875669707,2.778272213,441,532,Right reached,27
1192,1721,529,0.747691098,0.440736352,633,794,1,1,4.466402111,5.612133564,484,1,Left reached,27
1368,1591,223,1.427197064,1.315977979,711,734,1,1,9.290487843,7.281317114,576,585,Right reached,27
1215,1333,118,1.038521365,0.666501409,1134,822,570,1,3.196714505,3.652172603,657,682,Left reached,27
879,1043,164,2.035358486,1.271234755,821,817,1,517,16.06506909,10.79480555,993,981,Left reached,27
1080,1244,164,1.353428732,0.776823985,779,834,1,461,6.003077856,4.387144592,595,957,Left reached,27
1488,1650,162,0.673759523,0.369362491,677,973,444,453,5.647008667,2.071663383,1650,1,Left reached,27
1539,1872,333,0.927361007,0.969208032,766,1005,1,468,5.421628435,3.331527267,584,557,Left reached,27
1623,1702,79,0.963644863,0.945535829,774,1172,536,1,5.391882556,3.130235935,655,1,Left reached,27
1261,1539,278,0.974984558,1.35258227,927,747,1,421,4.795780191,12.01540704,1302,1318,Left reached,27
1255,1498,243,0.660517863,0.972463621,911,1010,540,1,3.113051098,3.351686673,761,763,Right reached,27
1566,1750,184,0.796092798,0.978551074,797,1059,1,446,4.35085302,2.671108994,565,554,Left reached,27
1652,1686,34,0.802068373,0.429994879,1289,895,1,1,2.54857053,1.499584677,1,756,Right reached,27
1097,1432,335,0.73816706,1.308000877,589,610,339,335,5.496283196,7.393466349,787,477,Right reached,27
1220,1242,22,0.893561429,0.539802879,932,749,1,360,3.630247264,2.84847292,476,479,Right reached,27
1313,1559,246,0.794095096,1.131434406,637,909,309,1,4.620933215,3.855610502,1558,1,Left reached,27
1087,2070,983,1.662554854,2.251010554,1009,1003,658,639,9.655368745,18.24999742,1151,1150,Left reached,27
2502,2575,73,0.449142585,0.760692789,1001,1346,657,412,3.058396173,2.040141485,1,1663,Left reached,27
2326,2449,123,0.585249713,0.787792455,926,893,1,11,3.127065937,3.385715909,1,777,Right reached,27
1784,2275,491,1.042069326,1.162522393,910,861,598,573,6.658213712,7.441371846,1023,1443,Left reached,27
849,1226,377,0.868001287,1.153176718,627,845,383,405,5.412492087,4.561911448,503,1073,Right reached,27
1189,1751,562,1.165044678,0.551728907,760,1047,436,1,5.86338739,2.596381654,517,505,Right reached,27
998,1473,475,0.966625165,0.54186553,636,529,347,1,5.139660531,4.258938824,429,436,Left reached,27
1253,1561,308,0.92006147,0.495779713,999,991,1,458,3.063453677,2.019509375,1209,1344,Left reached,27
1124,1340,216,0.543191937,0.99934852,803,616,1,62,2.062296394,6.426178154,1180,1005,Right reached,27
718,1188,470,1.137356987,1.883531239,698,731,349,330,11.82301733,15.06618015,855,891,Right reached,27
1356,1552,196,1.207388259,1.195659291,724,772,435,310,6.459739464,4.281370628,841,516,Left reached,27
1275,1571,296,0.807338888,0.632695554,1193,720,462,55,2.593485261,5.951370597,749,1342,Left reached,27
1247,1408,161,0.535925085,1.012484379,642,1019,29,412,3.430199631,2.342695125,504,595,Right reached,27
1503,1532,29,0.833320107,0.943026645,1001,994,406,1,1.937869152,2.354083997,534,14,Left reached,27
1148,1432,284,0.501895149,1.140718543,833,902,393,403,2.857372038,3.457391755,1,702,Right reached,27
1426,1794,368,0.661523238,0.392245087,1036,809,1,1,3.027156432,2.524709005,648,562,Left reached,27
1906,2415,509,0.771048982,1.028460034,895,901,572,563,4.465885455,4.824250069,673,1941,Left reached,27
1373,1698,325,0.682249244,0.563770713,784,736,1,1,4.311581927,3.667086855,627,631,Left reached,27
815,1023,208,1.546069683,0.933528172,816,764,438,387,6.880478176,6.717633221,987,930,Left reached,27
1680,2238,558,0.660794207,0.768463319,666,968,389,374,3.654558588,2.338006231,530,792,Left reached,27
1967,2685,718,0.655807801,0.811528201,1023,1083,463,1,2.863651581,2.084645867,1,24,Left reached,27
1694,2259,565,0.71665487,0.906338882,810,785,466,1,4.791106942,10.94218256,617,1761,Left reached,27
1245,1760,515,0.504006485,0.810569959,935,1084,1,1,1.81958498,2.301299986,698,599,Right reached,27
1294,1825,531,0.754928793,0.610361993,748,1272,454,1,4.864486726,7.902036785,1820,1399,Left reached,27
1032,1257,225,0.768883017,1.162043552,704,685,28,345,7.52316487,5.326176902,828,448,Right reached,27
1289,2120,831,0.709829333,0.506850382,1101,1069,442,1,3.509101283,4.595510476,1347,1,Left reached,27
1728,1798,70,0.857552778,0.997720509,1345,1338,55,1,2.959592115,3.218321009,1033,1,Left reached,27
1282,1628,346,0.500082937,1.249762233,983,772,1,1,2.425545078,7.450057124,667,640,Right reached,27
1285,1364,79,1.755444935,2.165970838,1156,1171,802,1,9.682255823,14.97289568,1359,1348,Left reached,27
1329,1819,490,0.645633048,0.557831918,1386,1201,553,1,2.007760698,5.723029942,723,1292,Left reached,27
2019,2074,55,0.746174585,0.756369722,1092,778,1,422,5.230308381,3.768017819,1792,1788,Left reached,27
1730,2119,389,0.7758968,0.927951386,1085,1117,1,425,4.444534692,7.072928671,1,1292,Left reached,27
1972,3145,1173,0.616283621,0.802476322,1386,1326,1,1,5.532576186,4.599108453,884,885,Left reached,27
1547,2166,619,0.767742693,1.077112714,877,1134,1,1,5.031140683,3.709510549,690,1422,Left reached,27
1508,2124,616,0.807704338,0.468319693,1167,1033,1,496,3.786912822,2.633712998,614,1,Left reached,27
1113,1619,506,0.81170679,0.96914998,728,790,1,1,6.829013256,5.336886067,1289,585,Right reached,27
1007,1334,327,1.08452845,0.646872704,705,673,430,1,6.291430636,3.556745886,522,455,Left reached,27
1126,1398,272,1.677225936,1.784908486,884,818,532,467,8.335115116,11.79587289,1068,1039,Right reached,27
939,1227,288,1.023506272,0.596576758,636,589,56,355,6.550632032,4.978396441,489,979,Left reached,27
1498,1743,245,0.913943574,1.018114796,1170,911,656,609,3.128964338,5.217773252,785,734,Right reached,27
1449,1887,438,0.790603523,0.760534127,1242,957,1,1,2.307855025,5.37578761,767,1124,Left reached,27
3104,3455,351,0.64096965,0.847335046,1059,791,1,5,3.598950706,9.43626801,1,3241,Left reached,27
1676,2418,742,0.775280154,0.714053387,1263,1487,1,1,4.908858862,2.751596078,1119,35,Left reached,27
931,1334,403,0.826601042,0.592683118,983,710,354,299,2.559426689,3.397266398,393,355,Left reached,27
1274,1548,274,0.597937263,1.054587705,1002,939,631,571,2.296360743,4.695206168,1150,728,Right reached,27
1049,1437,388,0.846605666,1.037951506,689,702,1,1,5.630061684,5.475502787,837,533,Right reached,27
948,1178,230,1.178243738,2.282583165,564,674,308,307,10.28962639,18.99319782,771,851,Right reached,27
890,1198,308,1.193975721,0.741491651,666,565,325,1,5.094976297,4.395692632,470,383,Left reached,27
1045,1562,517,1.013707319,1.372119321,540,571,327,311,7.20811668,7.804114104,433,442,Left reached,27
1141,1178,37,1.148306201,1.437386191,926,698,1,381,3.955393941,6.402297797,1111,548,Left reached,27
1377,1396,19,1.097488707,0.884672991,570,1030,43,391,8.89073361,2.964081646,472,1349,Left reached,27
1538,2180,642,0.893845302,0.864976039,1001,1025,63,1,5.395892543,5.029501857,1592,494,Left reached,27
1092,1634,542,0.723938766,0.679902265,1143,871,1,1,2.463353673,3.978542029,495,1,Left reached,27
1149,1455,306,0.961049961,0.844860781,682,663,11,86,7.362642665,5.670841436,556,1294,Left reached,27
1334,1990,656,0.816599703,0.958203073,1039,994,1,403,5.65795801,3.246748016,1751,1244,Left reached,27
1169,1404,235,0.481804643,0.962781053,763,875,1,1,3.33827359,3.090779896,1,595,Right reached,27
1211,1668,457,0.652692871,0.505625238,791,757,5,1,2.639342872,3.140600879,1668,17,Left reached,27
1470,1727,257,0.336702488,0.943500494,895,1170,1,423,2.542862381,3.408484656,497,1396,Left reached,27
895,1403,508,0.601733711,0.884770576,695,763,27,321,3.630753574,2.96734395,1,418,Right reached,27
1084,1546,462,0.984309262,1.599065253,879,673,415,385,3.851696515,8.569821567,513,547,Left reached,27
1364,1921,557,0.761955627,1.398260023,895,533,349,36,2.722656795,11.03745368,401,417,Left reached,27
1453,1802,349,0.761812844,0.546913241,1372,1040,1,1,2.3920183,2.329737692,1735,829,Left reached,27
1389,1819,430,0.728101531,0.616299099,1007,880,1,1,2.402408313,5.769993079,810,1035,Left reached,27
1040,1668,628,0.575567845,0.943153698,581,733,15,98,4.091969595,3.394733906,1136,456,Right reached,27
1043,1423,380,0.519222711,0.985038441,860,614,1,315,2.983965938,4.501961839,1,440,Right reached,27
1225,1366,141,0.861383018,0.721436352,792,701,372,1,2.668135666,4.779548949,665,854,Left reached,27
1070,1616,546,0.698287104,0.513634024,663,870,371,361,3.802530513,2.644881953,508,1220,Left reached,27
1524,2116,592,0.793050506,1.278978615,1010,1052,41,1,3.467831414,7.665496475,682,1202,Left reached,27
904,1713,809,0.752539836,0.613516902,677,648,76,42,4.25539828,3.226700353,526,396,Left reached,27
1241,1774,533,0.850292524,1.025162067,580,938,379,26,7.06072788,7.98917883,1185,1050,Right reached,27
1188,1510,322,0.566829178,0.990639017,1005,931,1,1,4.388086931,4.7429478,1,1500,Right reached,27
924,1463,539,1.189285362,0.655166926,545,800,201,1,8.68893429,5.326481635,411,1,Left reached,27
1180,1720,540,1.11210885,1.468249468,1086,1047,555,513,4.627665653,12.94491847,912,1194,Left reached,27
866,1317,451,1.135806778,1.478193353,715,758,25,67,9.521155914,7.265422362,849,847,Right reached,27
894,1334,440,0.667754409,0.878011047,678,1108,1,1,3.148066119,2.746840168,432,539,Right reached,27
685,1254,569,1.189125999,1.863968567,609,715,346,340,11.15048444,12.96750698,769,875,Right reached,27
1251,1508,257,0.777213667,0.976801688,588,1347,346,400,5.747417933,2.621956959,689,1508,Right reached,27
1100,1471,371,0.853376208,0.506879859,580,881,38,364,5.641479287,1.956650841,451,1203,Left reached,27
1142,1421,279,0.771400335,0.92558333,591,945,61,417,5.212938433,3.203706371,485,687,Right reached,27
986,1649,663,0.497499536,0.604626985,692,1465,311,325,2.233037877,3.042773785,1,1,Right reached,27
1334,1348,14,0.837712556,0.944803476,942,1112,420,1,3.051153447,3.72076254,1320,1,Left reached,27
1003,1466,463,0.871566683,0.838685249,625,585,31,1,4.718447608,6.762062607,478,1132,Left reached,27
982,1231,249,1.082622283,0.766214127,835,846,440,1,4.299366101,4.012476308,1228,1013,Left reached,27
1035,1680,645,0.546043791,0.871432335,793,743,422,328,5.30639208,4.271126152,1,469,Right reached,27
1361,1839,478,0.685073672,0.937901271,810,1006,1,1,4.102092217,3.727852899,452,446,Left reached,27
1252,1414,162,1.360213305,1.272779177,551,562,300,284,7.862229101,6.420028419,420,1040,Right reached,27
1219,1659,440,0.754574084,0.550016768,1149,962,93,532,3.216661843,2.322554717,1,1309,Left reached,27
1321,1471,150,0.917533572,0.741417449,973,862,1,79,4.350091096,6.897193584,772,992,Left reached,27
1668,1760,92,0.781628369,0.554984578,657,737,350,1,4.274360456,2.362086341,1694,420,Right reached,27
1378,1707,329,0.580154299,0.363089619,904,980,386,356,1.64733184,2.649802271,731,1,Left reached,27
1105,1540,435,1.16412467,0.615077836,636,615,417,87,7.427825252,4.627862262,519,1162,Left reached,27
1385,1685,300,0.863698784,1.150022489,890,906,403,379,3.092534683,4.460539746,1203,1193,Left reached,27
903,1774,871,0.587423089,1.058302179,720,581,328,325,3.233808439,6.042482681,1,441,Right reached,27
718,1370,652,1.318639248,1.891391129,682,756,1,428,12.87206934,13.06938478,852,925,Right reached,27
1129,1773,644,0.574199497,0.527883345,1044,863,348,1,2.266697223,2.959899391,1,9,Left reached,27
1117,1672,555,0.861827816,0.97319019,659,665,1,392,5.391356188,8.596846468,1,782,Left reached,27
1506,1777,271,0.776689826,1.107215686,969,644,402,393,2.430419705,8.285821099,503,1648,Left reached,27
826,1207,381,0.718746856,0.983618572,488,556,1,261,4.669453133,5.349426077,390,410,Right reached,27
864,1617,753,0.74995398,1.058551355,917,776,1,1,2.403766514,11.51648677,733,899,Left reached,27
714,1429,715,1.197699445,1.700194137,669,731,375,373,9.603522832,11.44631482,843,891,Right reached,27
955,1466,511,0.760638885,0.935689797,573,994,28,1,5.933856272,6.143044979,1051,1120,Right reached,27
1062,1416,354,0.510980678,0.819324775,759,990,1,383,2.608873127,3.33132898,446,503,Right reached,27
1029,1340,311,0.610640099,0.916404342,748,972,404,387,2.8467323,3.343544144,498,653,Right reached,27
1270,1495,225,0.738143211,0.820997683,601,905,384,398,5.067489479,3.141722875,481,491,Right reached,27
1697,1873,176,0.978009059,1.556803964,1297,1195,55,992,7.396284888,11.32838404,1095,1083,Left reached,27
1809,2226,417,1.136709521,0.704548273,1551,1686,115,1260,7.075316737,3.823710594,1361,1956,Left reached,27
797,1143,346,0.796401573,1.395848797,716,607,339,352,4.51870499,8.204746869,838,460,Right reached,27
1899,3187,1288,0.347743927,0.743562143,2424,1453,1,565,2.544682521,2.942084707,2973,2032,Left reached,28
1354,2395,1041,0.527541823,0.370908326,2088,917,546,1,1.463322019,1.377566965,2368,640,Left reached,28
1038,2255,1217,0.716227598,0.48575882,1733,744,1,353,6.062120876,2.095626973,1,1137,Left reached,28
1145,2831,1686,0.696574531,0.755528681,2274,555,1,374,3.378918087,5.984433826,1,454,Left reached,28
1537,3088,1551,0.378353351,0.663691611,1142,2490,1,385,1.955275016,2.619053873,868,2033,Right reached,28
1365,2800,1435,0.367729728,0.919649134,1031,1853,1,296,3.69278256,7.042949179,1,1759,Right reached,28
1639,2738,1099,0.766733558,1.171009174,2217,824,1,579,4.219822296,8.202165166,1,1401,Left reached,28
1234,2711,1477,0.824318722,1.472519916,1773,907,1,547,5.621500441,5.858969413,1634,688,Left reached,28
1147,3075,1928,0.744297956,0.46983763,2189,798,1,1,7.840350114,2.600066084,2311,1,Left reached,28
2109,3138,1029,0.801584002,0.990124842,2840,1804,1,1,3.359601116,3.798887798,12,2117,Left reached,28
1493,2750,1257,0.848697344,0.92011845,1150,2378,1,479,3.092601073,3.466534865,13,2731,Right reached,28
1094,2196,1102,0.750449206,0.927515861,1930,616,1,27,1.986633815,7.668697824,16,736,Left reached,28
934,2101,1167,0.516733992,0.878696932,640,1859,274,1,2.396676772,3.134999519,362,2040,Right reached,28
902,2133,1231,0.467188164,1.344461426,688,1319,1,1113,2.899539879,9.581749161,1,1781,Right reached,28
1278,2949,1671,0.91837111,0.924489318,538,2205,317,1,9.272973665,7.287767473,1344,2678,Right reached,28
1041,2381,1340,0.600916828,1.225732193,890,1560,1,553,3.534977049,10.19338694,1178,2064,Right reached,28
953,1975,1022,0.564517007,1.062473004,732,1768,326,222,2.992199784,4.919086663,851,1975,Right reached,28
1227,1958,731,0.545731793,0.828422287,539,911,325,22,3.573411819,3.831945686,434,1004,Right reached,28
804,1945,1141,0.909781728,0.953708058,1146,643,835,1,4.602973931,5.083344119,1037,552,Left reached,28
755,1923,1168,0.859961134,0.848566502,1049,608,1,348,8.888658296,6.979856113,1588,788,Left reached,28
850,1621,771,0.685912935,0.635270718,1205,663,1,1,3.027961887,3.589114143,23,396,Left reached,28
1108,2486,1378,0.503385862,0.730915016,870,1971,1,416,4.066517708,2.474375987,8,1,Right reached,28
1139,2076,937,0.861320069,0.593592733,938,1865,270,1405,3.754591051,2.168108361,361,2076,Right reached,28
1453,2519,1066,0.726492896,1.370298157,1841,762,1,518,4.105704092,8.633314821,1717,646,Left reached,28
1161,2195,1034,0.677711525,0.857032482,582,1386,36,1,5.682949632,2.35267484,698,1660,Right reached,28
1316,2825,1509,1.250113311,1.087765486,545,2482,340,1680,8.949274032,4.733061635,432,2593,Right reached,28
1068,2118,1050,0.719063044,0.909336645,1670,672,1,54,3.242999127,7.105621724,2075,791,Left reached,28
1210,2162,952,0.887011988,1.067332892,913,1961,1,1336,4.190767842,3.286084683,1,1435,Right reached,28
1086,2137,1051,0.69370069,0.811455682,1883,615,734,409,2.374328078,6.59861079,2118,1169,Left reached,28
1907,3009,1102,0.670640313,0.778731681,2906,1412,759,21,3.319962294,5.957069967,1,1992,Left reached,28
1388,3777,2389,1.113193978,0.958481189,582,2373,1,1765,7.454238823,5.206176623,462,2706,Right reached,28
1586,3310,1724,0.918410707,1.174411937,2336,664,391,383,8.819389738,7.709534514,2937,1171,Left reached,28
886,2087,1201,0.793283906,0.90280661,581,1578,1,7,5.487763686,3.213413041,462,1423,Right reached,28
904,3887,2983,0.765232846,0.866173809,556,1707,1,1,5.810427371,5.45694373,443,2393,Right reached,28
3016,3576,560,0.531560446,0.545490029,2280,1363,50,1,3.574000172,3.208184419,1933,2608,Left reached,28
1116,1677,561,0.62946838,0.666142983,722,1095,1,507,4.12422672,1.762751696,586,878,Right reached,28
765,1726,961,0.795606461,0.924273232,556,1097,319,1,4.910262945,5.397328541,422,1724,Right reached,28
1570,1914,344,0.815147655,0.705866031,918,1496,256,555,3.789308721,2.874880232,313,664,Right reached,28
910,1343,433,1.131892365,0.973208261,900,500,278,1,6.156932065,7.313221211,796,638,Left reached,28
1306,1479,173,0.741424404,0.981305704,960,585,300,301,2.070735715,5.103106159,1315,411,Left reached,28
890,1252,362,0.799179957,0.977910633,462,787,20,331,5.74224927,3.058315761,347,891,Right reached,28
1178,1559,381,0.776608997,0.481441064,1118,728,322,358,4.012832945,2.521889528,605,1171,Left reached,28
1802,2338,536,0.762702213,0.853168555,1432,1409,604,1,3.880052055,2.63481442,1714,1668,Right reached,28
891,1741,850,0.676207931,0.732362234,1405,720,446,1,3.017541917,4.154536835,1,1,Left reached,28
1294,1625,331,0.772304003,0.449038963,1300,1089,1,1,3.415913766,2.021035888,15,719,Left reached,28
893,1634,741,0.690136029,0.530069353,1267,650,297,284,2.678755651,3.241806748,1566,388,Left reached,28
1029,1997,968,0.431296053,0.837524148,801,620,255,359,2.94254863,5.105032082,1,1699,Right reached,28
1328,2330,1002,0.954022352,0.87224421,851,608,319,94,5.596339933,5.049004667,1474,456,Right reached,28
1220,1329,109,1.133432761,1.0541951,715,1067,450,481,6.066480617,3.278393691,569,1231,Right reached,28
1311,2319,1008,0.51016722,0.645563106,1850,740,1,383,2.88227795,3.110415798,2230,883,Left reached,28
928,1445,517,0.906026507,0.656054766,982,812,1,1,5.53577815,3.372018974,1104,1,Left reached,28
910,2247,1337,0.848437708,0.782597994,514,515,1,7,6.216144721,6.795059394,624,1652,Right reached,28
804,1690,886,0.765641218,0.826762627,590,1385,360,1,4.955491291,3.194674491,489,908,Right reached,28
1744,2869,1125,0.724709666,0.721797871,1374,2673,517,840,2.634545804,2.469991955,1,1,Right reached,28
1015,2002,987,0.994913864,0.66282959,475,1602,244,1,9.877619044,1.853538693,599,1266,Right reached,28
2042,2692,650,0.634412984,0.709077826,1600,1110,896,1,1.945887937,7.570795803,1,2364,Right reached,28
1353,1591,238,0.842707329,0.92970391,1129,554,351,1,2.891011275,6.573183155,1272,438,Right reached,28
968,1431,463,0.475562369,1.005751306,660,665,1,51,4.329344031,6.464106719,1,1140,Right reached,28
965,2030,1065,0.764635129,0.585242794,1761,873,876,373,3.088934326,2.766926315,1958,1093,Left reached,28
1232,1388,156,0.728964127,0.819576393,781,955,1,339,3.814049011,3.031719046,371,442,Right reached,28
1645,1658,13,1.06612337,0.346227211,913,1112,54,1,7.333545239,2.192485211,1370,15,Left reached,28
871,1303,432,0.589409714,0.989693263,703,946,1,306,4.641991919,3.226312238,1,1093,Right reached,28
968,1560,592,0.71831083,0.842552195,476,1046,242,1,5.83881869,2.563788233,614,1417,Right reached,28
857,1609,752,0.571879101,1.062202878,836,1013,28,382,6.290977379,5.007975119,976,1174,Right reached,28
1025,1575,550,0.772603646,0.488238129,986,873,403,295,4.61265845,2.748422486,1090,408,Left reached,28
1385,1553,168,0.788278491,0.836153426,1182,1097,1,473,4.135380455,3.744912506,1,1553,Right reached,28
1249,1418,169,0.946329646,0.894090787,836,978,1,331,5.781068427,2.923427803,396,1418,Right reached,28
973,1568,595,1.249269672,0.918280121,515,923,281,253,8.166877887,4.436337351,1047,1061,Right reached,28
810,1454,644,0.737571521,0.85649617,731,1058,281,1,6.536608616,3.1006638,880,1454,Right reached,28
974,1977,1003,0.851292229,0.510406614,781,797,265,1,4.186023423,2.356113116,1564,410,Left reached,28
1208,1658,450,0.49387041,0.704340675,1086,1261,1,408,3.140802969,3.868379589,16,1,Right reached,28
625,1196,571,0.869634448,1.175208389,871,525,1,1,3.161890547,11.59995563,1,669,Left reached,28
1029,1333,304,0.770678593,0.477610104,1054,838,1,311,2.468388166,1.624604395,1327,393,Left reached,28
1127,1734,607,0.853209268,0.832405228,1006,527,277,288,3.82004216,7.565122836,1183,641,Right reached,28
1198,1317,119,1.143433705,0.908946419,585,1105,71,360,7.640687621,2.570491529,464,1,Right reached,28
938,1491,553,0.536102731,0.811596474,796,1073,312,387,2.031200378,3.077132705,1019,776,Right reached,28
947,1513,566,0.718070497,0.492858,821,773,226,1,4.546433258,2.093256076,1286,1084,Left reached,28
959,2717,1758,0.66751579,1.019129293,1192,476,313,1,2.341421493,7.634448556,1706,380,Left reached,28
794,1262,468,0.86501494,0.645100896,766,638,1,258,3.748342376,3.176098581,314,981,Left reached,28
591,1153,562,1.129862577,0.933812073,472,831,247,267,10.35544305,3.637211312,610,1153,Right reached,28
713,1374,661,0.952960293,0.891632908,566,846,322,1,7.283011376,2.449259331,697,645,Right reached,28
602,2231,1629,1.611349602,1.335788802,691,586,319,1,10.21108124,9.01474883,894,796,Left reached,28
2083,2584,501,0.34565032,0.575452893,2041,2277,1,385,1.584227764,1.264534831,2323,2520,Right reached,28
1067,1747,680,0.627526716,0.420662232,622,804,291,270,3.940886831,1.838181715,373,1058,Left reached,28
984,1769,785,0.709652556,0.695188248,923,1181,323,322,7.573488733,5.3512663,1018,1448,Right reached,28
1001,1422,421,0.444750477,0.987598188,963,536,261,1,2.008661347,6.998504953,1145,1190,Right reached,28
1120,1305,185,0.837883382,0.990765925,921,991,248,1,4.121992403,3.688279695,1139,9,Right reached,28
1065,1105,40,1.267107707,0.823053377,639,561,1,1,7.376737943,7.862627379,528,691,Left reached,28
899,1191,292,0.906654387,0.958390879,447,954,240,284,6.733476881,2.518926941,336,454,Right reached,28
913,1458,545,0.82265162,0.962943427,452,993,97,259,5.972653241,3.50798675,581,1100,Right reached,28
1860,3301,1441,0.740534038,0.793805436,1586,1689,242,1,2.380803326,3.293633041,2017,1979,Right reached,28
1329,1834,505,0.671810829,0.988914579,1192,445,268,242,2.768730926,6.968372103,1561,342,Right reached,28
1602,1745,143,0.54027121,0.697678956,1295,944,1,1,1.892532188,2.507821927,6,595,Left reached,28
1081,1926,845,0.910888287,1.353701328,774,937,1,404,2.965502139,9.834258981,389,1148,Left reached,28
1516,1575,59,0.718495198,0.872247707,1149,915,274,275,2.870626314,5.244399276,1388,758,Right reached,28
1266,1314,48,1.057459402,0.546512734,836,646,1,4,4.790322617,3.707524246,727,471,Left reached,28
1032,1608,576,0.599203821,0.80436761,930,1286,1,1,5.412816966,1.833210715,1065,683,Right reached,28
872,2857,1985,0.636292838,0.914393854,514,542,65,271,4.518395951,9.260550295,981,1802,Right reached,28
1245,1594,349,0.957308189,1.003244399,542,992,275,307,4.781971195,3.954962019,411,1167,Left reached,28
1094,1672,578,1.011492533,0.959105694,584,1008,1,295,4.052157952,6.063957283,522,1169,Right reached,28
1904,2270,366,0.429366295,1.014502314,1731,1471,1165,101,1.492574402,5.305418241,1968,1987,Right reached,28
1532,3065,1533,1.611389803,1.197905331,1310,1186,941,1,10.61995736,8.506339051,1491,1369,Left reached,28
1211,1672,461,0.88458041,1.031612294,518,779,1,291,5.701871217,6.269900893,1594,1273,Left reached,28
1350,1615,265,0.89778357,0.979204054,520,913,264,1,7.076293088,2.681321153,1455,1168,Left reached,28
1211,1656,445,0.834155193,0.901377162,883,958,260,1,2.917164414,2.84643619,455,1,Right reached,28
1334,1771,437,0.970163736,0.973367892,811,743,1,454,4.185047454,5.079255698,561,555,Right reached,28
1082,1344,262,0.737492927,0.405369676,876,786,255,1,2.890242242,3.348098264,997,1,Left reached,28
1355,1864,509,0.3708414,0.639724563,1109,1587,1,1,4.955277907,1.669417839,1,675,Right reached,28
1518,1525,7,0.762784282,0.878407122,1197,1006,403,434,5.433667189,2.394879209,1,1258,Left reached,28
733,1209,476,1.3155148,0.937515959,637,614,330,333,6.323832612,5.597506914,423,800,Left reached,28
947,1450,503,0.499949456,0.706582474,813,1004,1,245,1.808091952,3.409291767,1049,419,Right reached,28
1235,1428,193,0.807353626,0.850197533,915,886,269,1,2.570631253,6.557324841,354,1,Right reached,28
961,2169,1208,0.416752282,0.777327943,717,904,223,1,2.277918129,4.536612095,287,311,Right reached,28
1063,2482,1419,0.503737094,0.81306114,555,1283,1,355,2.833486992,3.600229962,424,1560,Right reached,28
1489,1731,242,0.840538448,0.920055506,803,1092,1,1,4.168987711,6.092119256,1373,1,Left reached,28
689,1559,870,0.909763166,1.318698155,515,530,284,288,7.648794126,7.942075921,667,441,Right reached,28
2144,2587,443,0.673647122,0.614298022,2010,1657,1402,32,2.133811943,3.544014638,1,1499,Left reached,28
1640,1641,1,1.328887409,1.83228385,878,883,561,553,6.345841296,11.89355476,663,1079,Right reached,28
2012,2338,326,0.795693575,1.256982061,1847,2023,320,769,5.067431949,5.475904564,1720,1,Right reached,28
1240,1713,473,1.015491222,0.848409678,954,965,273,73,5.563078292,4.298910124,1041,449,Right reached,28
1239,1277,38,0.806335731,0.425669359,832,1001,1,1,4.672221963,7.582151269,376,1,Left reached,28
