trial_len1,trial_len2,reach_diff,peak_velRight,peak_velLeft,vel_inxR,vel_inxL,mo_timeR,mo_timeL,peakAccR,peakAccL,acc_inxR,acc_inxL,firsthand,Participant
574,774,200,1.327774211,2.391839441,254,186,1,1,12.90635885,18.8586072,353,295,Left reached,5
559,859,300,2.540427544,1.28299221,406,484,252,1,23.54898851,11.49444544,310,293,Right reached,5
345,893,548,2.045965579,2.043319094,323,365,179,131,30.80098,14.2637795,405,590,Right reached,5
539,894,355,0.71610294,1.415762617,453,586,161,191,6.105742324,9.538857257,239,712,Right reached,5
851,1388,537,1.659844216,1.425062221,717,681,420,406,12.10229216,12.08845408,854,764,Right reached,5
654,812,158,0.892515377,2.544442693,553,437,245,262,8.131198463,21.10220614,652,328,Left reached,5
640,1139,499,2.198782036,0.908629777,445,539,286,264,20.33655554,6.725849101,348,315,Left reached,5
169,650,481,1.556196717,2.963921996,333,173,1,24,9.142679684,39.45751211,376,290,Left reached,5
724,949,225,3.302243182,3.164178575,401,404,168,151,27.16691836,28.0074773,537,553,Left reached,5
647,773,126,1.573861508,1.497003207,464,447,197,1,11.42745541,11.84637978,669,232,Right reached,5
430,834,404,1.92976577,2.336575527,374,400,226,240,24.98182971,21.16969818,452,310,Right reached,5
140,621,481,1.669979368,2.245471402,201,153,1,1,11.69063528,31.19883731,370,335,Left reached,5
609,1138,529,1.848347215,1.04062496,611,554,1,305,10.88421806,7.456711013,796,346,Left reached,5
705,1252,547,2.212420871,3.415237182,437,471,80,271,26.62598103,32.38753696,518,580,Left reached,5
543,931,388,2.121527427,1.372548995,543,491,339,198,18.38498647,11.50455132,674,373,Left reached,5
706,907,201,1.884531761,2.115590061,571,570,279,292,12.78673191,11.2343852,733,686,Left reached,5
638,737,99,1.496685898,0.787544315,549,417,1,14,11.67214329,8.498283273,309,311,Left reached,5
635,684,49,1.706236557,0.712288891,486,430,195,182,9.264691857,6.389609767,434,252,Left reached,5
549,1002,453,2.376631294,2.327993259,386,378,123,199,23.4561476,18.02205109,480,256,Right reached,5
640,845,205,1.745656914,2.19126209,481,437,1,1,13.27152112,18.0801965,325,312,Right reached,5
655,1295,640,2.120844337,0.908877016,523,595,364,287,19.69095558,10.30031842,429,418,Left reached,5
736,801,65,2.083871935,1.467105839,388,588,134,233,21.15370437,8.70007713,291,741,Right reached,5
759,772,13,1.427006518,1.673075639,585,593,1,1,10.46226358,9.594262268,340,727,Left reached,5
370,808,438,2.100532106,1.72764405,343,455,104,191,26.37968308,9.754262004,425,395,Right reached,5
1000,1094,94,2.772209207,3.554992899,487,482,315,312,25.22939457,32.50395119,373,625,Right reached,5
627,956,329,2.247369324,1.109268502,465,545,333,1,25.04704533,11.99402526,383,370,Right reached,5
463,916,453,1.900091773,1.264615393,452,559,1,282,28.41625706,8.925498703,544,330,Right reached,5
527,1347,820,1.916778948,1.739917931,511,461,66,81,17.88149398,15.79816153,400,383,Left reached,5
730,922,192,1.862971616,2.46173022,524,561,63,63,14.82126944,22.28972772,407,697,Left reached,5
701,758,57,2.144769979,2.228016252,389,414,259,264,22.954837,22.1322215,316,321,Right reached,5
910,986,76,1.098653863,2.473412319,636,497,344,326,8.65512738,22.152635,383,594,Left reached,5
521,789,268,1.632229904,1.32726114,587,491,1,1,11.72662084,17.36795524,747,698,Left reached,5
825,916,91,2.51188998,1.500931883,495,565,1,330,22.78574601,9.776808161,399,378,Left reached,5
574,673,99,0.832457346,1.878140392,381,580,286,285,12.6319696,16.04008115,329,339,Right reached,5
394,890,496,2.855759059,1.630705285,388,381,220,78,25.6594542,20.31138124,473,512,Left reached,5
664,1159,495,1.331530137,1.389968198,440,441,1,126,6.066202328,8.762284682,652,711,Right reached,5
425,1178,753,3.589216273,2.651328325,459,427,267,268,29.72767929,33.06111216,569,516,Left reached,5
597,708,111,0.762221932,1.61038708,406,526,111,160,5.161557707,9.514750153,206,644,Right reached,5
476,831,355,1.159793348,1.535741451,610,431,1,1,8.300347654,16.90475022,320,539,Left reached,5
678,691,13,2.426472194,2.723151469,375,400,172,131,26.39348429,27.73439049,461,483,Right reached,5
868,915,47,2.207713565,0.874776338,508,575,1,1,27.88279777,5.377511691,606,635,Right reached,5
517,1166,649,1.820325655,1.353342873,462,583,89,1,20.722937,7.875678576,389,1,Right reached,5
647,1055,408,2.00443321,2.289880865,597,613,58,1,30.33702341,23.2108923,669,521,Right reached,5
736,861,125,1.754951608,1.916005643,657,582,1,267,8.556005501,14.89085481,403,824,Left reached,5
1280,1811,531,2.288205172,1.340317339,423,619,286,1,25.13542427,8.041856328,336,320,Left reached,5
1073,1196,123,1.977084516,1.174877908,435,537,289,272,19.69219216,10.02030458,341,323,Right reached,5
509,1067,558,1.543529824,1.623469609,422,504,1,286,17.09248075,9.617997527,494,451,Right reached,5
930,1519,589,1.056360641,0.880744358,587,528,260,237,7.310780969,6.294951801,299,477,Right reached,5
780,835,55,1.674012605,2.607800227,423,463,251,292,19.76832726,25.84270621,513,544,Right reached,5
833,872,39,1.650893047,3.303414596,483,526,317,309,14.42603092,29.30275057,381,696,Left reached,5
459,1222,763,2.202998994,1.747506025,433,447,251,103,17.60980499,17.94502907,314,567,Left reached,5
753,783,30,2.043745675,1.538592796,400,541,76,237,19.3246792,9.011318613,305,304,Left reached,5
456,729,273,1.364238408,1.496390594,368,639,214,218,13.60244989,9.59678394,293,720,Right reached,5
845,867,22,1.287323109,2.088147203,661,524,339,175,9.518167124,17.14317253,382,648,Left reached,5
539,1304,765,2.145623164,1.185429397,463,476,273,265,18.54294534,10.55948177,340,313,Left reached,5
683,698,15,1.722669852,2.484698106,432,439,1,259,15.05679569,19.60817858,337,351,Right reached,5
452,706,254,1.52087511,1.749663645,395,501,251,240,16.92289551,12.6622509,488,706,Right reached,5
454,822,368,1.460593242,1.469722721,564,388,248,54,8.524163811,17.95521363,300,504,Left reached,5
767,952,185,1.308077299,1.8134797,651,481,253,257,9.053069518,12.17697583,301,424,Right reached,5
604,751,147,1.476420456,1.827033182,610,427,272,277,9.558857096,22.57987398,311,527,Left reached,5
630,1667,1037,2.011202093,0.875890878,459,485,262,63,16.13639539,5.957125127,589,297,Left reached,5
617,1412,795,1.941998154,1.435136868,588,576,338,289,12.57873955,10.5815508,519,625,Left reached,5
421,833,412,1.556262173,1.896445977,536,392,239,224,10.23504387,22.1710747,284,508,Left reached,5
677,754,77,1.872639482,1.66664887,558,529,305,294,16.99209205,16.28509921,338,331,Right reached,5
579,648,69,4.24808427,1.422269305,473,454,355,1,50.19257943,17.11741154,410,389,Left reached,5
632,708,76,1.740853522,0.880152108,543,495,289,267,12.12681832,10.4529525,322,314,Left reached,5
247,792,545,2.644876078,1.81235803,201,231,15,1,30.68107219,27.8224258,276,328,Left reached,5
618,946,328,0.830612508,1.420195145,501,475,1,277,6.588422257,10.86841304,323,401,Right reached,5
628,924,296,1.354921668,1.343576457,621,582,342,322,9.619898227,10.0928459,378,661,Left reached,5
719,895,176,0.829551123,2.622346557,514,427,1,240,6.991569104,28.4682538,294,507,Left reached,5
279,697,418,1.803042283,2.200203813,406,286,84,8,12.42809362,31.52646312,480,389,Left reached,5
434,683,249,2.56231373,1.591003199,372,351,130,213,25.97520018,18.91316006,461,434,Left reached,5
445,485,40,1.212100873,0.695580228,240,338,1,1,9.727916295,3.387980061,1,291,Left reached,5
126,850,724,2.234674323,1.661201543,152,462,1,1,39.05137028,24.55908548,46,35,Right reached,5
355,779,424,1.731567311,2.030353475,341,434,139,1,25.31760539,20.57102172,419,520,Right reached,5
654,945,291,2.099977597,1.469779674,433,596,274,1,19.48732309,9.525633121,333,300,Right reached,5
581,696,115,1.651411742,3.086400024,378,403,232,233,16.17660697,34.04608809,491,486,Right reached,5
763,860,97,1.295101501,2.486332064,583,432,273,1,6.266292185,20.53530721,322,501,Left reached,5
588,703,115,0.885442683,2.984248481,382,472,207,129,8.443732396,34.00299292,295,562,Right reached,5
236,601,365,1.484024615,1.076653188,394,278,1,1,8.924355011,16.8919429,568,403,Left reached,5
929,1226,297,1.861120161,1.594157281,574,623,1,349,18.40819685,10.74975383,666,573,Left reached,5
748,872,124,1.594579782,1.536540977,556,497,249,241,13.11021712,9.961051727,281,281,Right reached,5
582,648,66,2.373159693,1.745475234,471,449,295,292,20.03826208,19.14016906,363,524,Left reached,5
668,772,104,2.08698104,2.610882379,452,474,281,284,17.72358655,23.29488573,350,551,Right reached,5
667,704,37,2.023943046,2.406337747,453,452,285,279,18.25273497,20.11070728,348,531,Right reached,5
4119,4902,783,0.536796802,0.574276817,3350,2416,150,1,4.641878561,6.686010226,4240,1,Right reached,6
1936,2209,273,1.111541821,0.837374955,1568,1529,40,33,5.862685484,8.089205096,1356,1644,Left reached,6
1126,1686,560,0.679318095,0.570388139,1655,724,8,233,7.762919606,5.256372902,1,1185,Left reached,6
722,1786,1064,0.916930862,1.093753356,625,573,1,391,7.579123705,10.08542331,761,687,Right reached,6
1272,1277,5,0.808922124,0.859806437,866,880,328,1,5.37442712,5.535862057,1172,692,Right reached,6
838,1793,955,0.804321549,0.94929913,1469,552,1,1,5.67136655,8.012083787,1577,645,Left reached,6
878,1694,816,0.581642786,0.600213732,1397,748,407,1,6.007202388,6.457129068,453,1003,Left reached,6
1265,1751,486,0.911277049,1.035245229,1091,770,362,1,4.031920956,5.713436445,960,1,Right reached,6
1014,1222,208,1.17490075,1.270339493,891,756,438,36,8.968872164,7.915699004,1060,869,Right reached,6
701,1651,950,1.103170878,1.486992519,566,1223,1,1,9.911130246,9.025574013,478,1121,Right reached,6
1123,1902,779,1.000396896,2.027753501,1409,667,421,83,10.98363921,22.94031485,1902,773,Left reached,6
713,1494,781,1.123914745,1.619265776,647,1305,1,857,12.01521713,11.11047311,763,1178,Right reached,6
793,1635,842,0.471718468,0.894776721,744,1410,262,1,3.536083483,5.015675141,933,1113,Right reached,6
608,1533,925,0.812292888,0.918059607,1347,483,1,289,2.561862966,14.60857571,1234,725,Left reached,6
863,1738,875,0.513977057,1.536147888,728,1320,391,410,4.251584704,13.35976786,427,1439,Right reached,6
822,1797,975,0.489853627,1.008317371,638,1428,1,1,4.26915095,5.362320975,1,1666,Right reached,6
625,1467,842,1.252044734,0.913552584,1252,492,284,1,5.345295275,6.056389559,1172,579,Left reached,6
829,1794,965,0.50903774,1.731009488,698,1362,18,149,5.436359597,13.39085535,1,1497,Right reached,6
665,1813,1148,1.548617906,1.669226949,1404,623,279,45,15.91378311,18.45876181,1514,717,Left reached,6
814,1665,851,0.525951785,1.121274464,659,1429,1,811,4.237670554,5.74132538,1,1564,Right reached,6
998,1488,490,1.069158508,1.277922564,805,1257,1,6,6.232179667,6.46110034,474,1048,Right reached,6
1071,1137,66,1.507248226,1.242208815,653,730,28,1,9.704179077,7.232022957,515,1043,Left reached,6
897,1459,562,1.392401509,0.567016229,928,648,140,12,11.75548161,5.137890627,1032,503,Left reached,6
641,1318,677,0.879421466,1.354747977,490,898,1,1,7.435860393,11.52776328,868,797,Right reached,6
724,1570,846,1.428119314,0.847618942,1161,598,1,1,10.87733249,6.437920106,1275,1,Left reached,6
815,1448,633,0.56187646,1.211243844,666,1156,1,625,4.299334134,7.115710777,418,1088,Right reached,6
1121,2186,1065,0.845552313,0.904498182,711,1867,1,1,5.910461202,3.649952272,1153,1,Right reached,6
828,1600,772,1.113376041,0.750164102,1419,620,1,1,6.099075546,5.143955755,1216,733,Left reached,6
592,1464,872,1.272365182,1.531342066,519,1308,1,777,14.20301381,9.471709456,638,1435,Right reached,6
1084,1567,483,0.80334296,1.573579926,426,571,1,77,6.517554842,16.9387815,329,656,Left reached,6
914,1679,765,0.953946376,0.499158082,1458,522,1,32,8.265307265,3.848678146,1,867,Left reached,6
1113,1956,843,1.073863302,1.842159687,907,1514,1,1,7.737383859,16.99505801,568,1623,Right reached,6
719,1537,818,1.381036752,0.926484426,1102,465,310,1,8.8863609,7.328927022,1206,555,Left reached,6
686,1483,797,1.029274136,1.455044645,578,1186,1,399,8.726355587,7.707516501,687,1359,Right reached,6
687,1465,778,1.120258343,0.987202778,1350,553,297,1,4.793560455,9.091535301,1429,665,Left reached,6
793,1438,645,0.505960541,1.68875453,640,1111,303,13,3.139869839,14.44351088,913,1223,Right reached,6
1230,1266,36,1.172221327,1.101028511,689,847,463,1,7.749752981,5.526306979,580,592,Right reached,6
1190,1418,228,1.003937988,1.703547871,686,645,16,431,4.910395642,15.6524268,464,1170,Left reached,6
619,1025,406,0.950751545,1.51871443,493,879,1,292,7.24326785,10.11016391,629,736,Right reached,6
933,1617,684,1.683966882,1.26916868,1160,589,749,1,16.87363179,9.246048079,1315,774,Left reached,6
787,1407,620,1.134170474,0.677239249,957,627,274,1,9.771980137,4.702390892,1066,768,Left reached,6
1216,1463,247,0.895132905,0.764720408,848,949,1,1,4.875207554,4.369593744,576,808,Right reached,6
870,1622,752,1.620337963,1.089999207,1124,511,32,276,14.72621536,11.65515636,1254,630,Left reached,6
744,1272,528,0.592073893,1.158048426,572,921,1,334,3.379936061,7.129431327,881,805,Right reached,6
881,1725,844,0.82501463,0.858322721,1473,483,277,1,4.584415364,7.544637851,1710,597,Left reached,6
611,1412,801,1.281859253,0.943094815,520,1063,44,304,13.80988697,4.900707111,648,863,Right reached,6
887,1771,884,0.953509938,0.966570244,1408,522,1,1,5.086304974,10.75188649,1250,645,Left reached,6
618,1586,968,1.438268808,1.10128188,1177,448,297,1,12.48493364,8.460020967,1286,359,Left reached,6
1020,1339,319,1.897630448,1.041266585,588,816,1,1,15.81557884,4.01516746,492,695,Right reached,6
905,1185,280,1.591614456,1.156044572,498,953,297,1,12.30475636,10.5644825,677,1087,Right reached,6
784,1203,419,0.579104942,0.957281889,580,1160,1,1,3.956557766,7.852613752,348,1,Right reached,6
839,1473,634,0.872523525,0.693665794,1071,477,463,1,5.593054415,5.44779848,1473,1,Left reached,6
693,1322,629,0.914164773,1.221706777,508,952,15,118,7.439386929,5.794023062,609,810,Right reached,6
586,1397,811,1.036663676,1.675181948,471,958,294,1,7.517332218,10.71241317,372,1085,Right reached,6
766,2091,1325,0.570149773,1.189871361,548,1143,246,269,2.793015154,5.579081014,274,1314,Right reached,6
723,1509,786,0.773944031,1.123773192,1389,509,1,325,4.49897168,10.14811634,1509,598,Left reached,6
1078,1149,71,1.959517899,2.306638276,571,589,283,309,16.31352607,19.32224658,775,757,Right reached,6
950,1703,753,0.814639957,1.583464604,504,1249,1,28,7.333486871,18.64971142,594,1342,Right reached,6
917,1268,351,1.500351023,1.376058747,512,778,1,314,11.94744006,7.500746596,649,910,Right reached,6
766,1179,413,0.577610212,0.785538675,658,1066,1,1,3.187846789,4.892136473,797,353,Right reached,6
917,1369,452,0.948816304,0.997777249,540,1224,368,1,9.707703938,5.744281424,628,21,Right reached,6
652,1528,876,0.957381445,1.099831685,519,988,1,1,8.721987487,6.4426025,662,1280,Right reached,6
620,1343,723,0.836491979,1.256230928,492,477,1,1,7.51262925,11.07463793,643,376,Right reached,6
616,1224,608,0.886432209,1.011836679,466,843,1,1,6.435093499,6.262057989,361,728,Right reached,6
1013,1130,117,0.824435913,1.592453096,785,565,35,1,4.651254902,11.23824873,1085,433,Left reached,6
1100,1163,63,0.932396388,1.078381997,906,886,1,1,5.6325913,5.415801469,1163,623,Left reached,6
958,1015,57,0.994059167,1.042989793,695,768,275,1,3.844998159,4.745783407,350,345,Left reached,6
548,1099,551,1.381650532,2.13407524,524,565,1,1,12.78101775,17.13542,694,735,Right reached,6
952,1081,129,0.838818648,0.941703588,443,826,1,281,6.435773007,3.474269327,339,490,Right reached,6
759,1179,420,0.53573846,0.778514378,619,749,1,1,2.95206872,6.805400799,770,1,Right reached,6
915,1337,422,0.473896885,1.236598325,630,488,1,1,2.711479594,8.07339149,1,343,Right reached,6
1238,1475,237,0.756485293,0.923433768,920,946,1,1,5.354608075,6.165060074,21,506,Left reached,6
967,1024,57,0.929226814,1.025634758,735,686,282,1,5.055368433,4.695614571,976,1024,Left reached,6
726,1032,306,0.923918628,0.63790264,762,658,1,1,4.297821449,4.629484902,700,791,Left reached,6
628,1354,726,1.019500359,1.331530552,829,452,1,274,5.649702937,13.665751,1025,583,Left reached,6
817,1251,434,0.4709494,0.708173906,560,966,1,1,2.823935839,4.131658728,1,1,Right reached,6
1153,1795,642,0.875010797,1.120771108,868,595,297,61,8.818031889,11.51130103,1487,717,Left reached,6
716,966,250,0.578775887,1.325165162,606,496,261,255,3.265462357,8.756039839,370,359,Right reached,6
821,1104,283,0.492347841,0.831344166,580,901,1,1,3.358546411,3.302861023,352,352,Right reached,6
944,1034,90,1.127491929,1.517483869,709,548,1,35,6.628155485,9.29915396,1,400,Right reached,6
1381,1414,33,0.730835952,0.814903622,1167,849,1,1,3.286634326,5.433127784,1414,1,Left reached,6
897,2622,1725,0.703736695,0.879523536,755,832,1,45,5.610348644,5.566372659,891,561,Right reached,6
637,1013,376,0.880937571,1.005701654,924,469,304,1,4.08514519,7.547452197,1011,361,Left reached,6
1151,1171,20,0.86645654,0.931781172,764,724,1,304,6.411389881,6.802532068,463,470,Left reached,6
581,1204,623,1.049953821,1.317874495,460,468,1,263,12.75214127,9.009104375,577,367,Right reached,6
715,1350,635,1.114325005,0.82286781,952,600,506,1,4.956342548,5.114044348,1212,448,Left reached,6
826,1131,305,0.540643505,0.853428533,724,856,1,317,4.02062353,3.181635015,21,402,Right reached,6
875,1556,681,0.546671734,1.05386989,678,1079,1,1,2.836605637,7.704478237,436,1000,Right reached,6
912,939,27,1.06408952,1.674237184,601,573,295,35,5.325831705,10.66037115,939,689,Left reached,6
821,1390,569,1.030958889,0.719537089,709,651,1,1,7.557111179,4.372214738,506,432,Left reached,6
924,937,13,1.047978174,1.951884088,724,562,1,1,5.993693162,13.96677366,445,711,Left reached,6
816,1057,241,0.837485601,0.555343911,786,628,253,1,3.930333712,2.74430305,1057,305,Left reached,6
1100,1131,31,1.590760842,0.928804117,566,739,1,289,15.97361116,4.342417297,687,421,Right reached,6
834,1190,356,0.507393879,0.860187106,624,465,1,15,3.495842537,6.064261449,944,356,Right reached,6
658,1141,483,0.932854739,1.099607747,906,483,289,1,2.948761055,9.827536122,1110,627,Left reached,6
826,1495,669,1.365548074,2.106004839,522,1047,77,1,11.8387419,23.41320363,670,1186,Right reached,6
739,1244,505,0.625966526,1.014157732,594,1034,1,1,4.092358043,5.208336946,372,1244,Right reached,6
807,1548,741,0.996495559,0.579009237,1543,553,1,1,8.15562648,4.645347189,1430,1,Left reached,6
900,1691,791,1.259503159,1.916014485,735,661,1,318,5.879867182,15.74728329,905,817,Right reached,6
766,1264,498,0.979562766,0.783812988,1214,661,413,398,4.969237397,5.216922505,1129,855,Left reached,6
1037,1749,712,0.960744818,1.365005572,1453,551,1,380,6.123156351,17.15624388,1,660,Left reached,6
726,1582,856,1.525271245,0.563607133,1125,609,672,1,15.5698615,3.988775071,1239,360,Left reached,6
1049,1948,899,1.48407281,1.17131447,657,783,1,1,14.57606431,6.987806367,1174,1076,Right reached,6
747,1477,730,0.881633868,0.690037976,1301,576,1,368,2.999645934,5.513166288,1014,463,Left reached,6
553,1156,603,1.135035498,0.821461703,493,736,1,299,10.87695639,3.384092375,654,359,Right reached,6
841,1543,702,1.012336806,1.156448971,732,1384,1,1,8.33739438,5.062557562,875,1,Right reached,6
1207,1532,325,1.024636232,1.381478261,648,685,1,1,6.210121326,7.716540822,513,493,Right reached,6
547,1328,781,1.345043071,1.422093579,504,526,1,282,10.37167517,9.841642841,730,373,Right reached,6
1337,1756,419,1.055629321,0.784006004,630,937,1,1,12.91914149,10.60662982,1140,1,Left reached,6
925,982,57,1.067102679,1.037056988,725,709,293,1,5.838253806,8.16475877,954,378,Right reached,6
869,1029,160,0.979938938,1.129245152,685,682,259,246,5.66042042,6.378894285,906,941,Left reached,6
554,905,351,1.086885362,1.456774779,447,466,98,105,11.91746189,10.218328,581,347,Right reached,6
1002,1294,292,1.167570391,0.867721652,508,798,309,1,8.713837591,3.984759448,1012,343,Right reached,6
635,1279,644,0.913603344,1.226671386,480,472,294,1,8.33358293,7.969683717,630,375,Right reached,6
674,1241,567,0.970994273,1.132223586,1059,560,1,29,3.934335919,14.1527485,858,676,Left reached,6
891,1441,550,0.54407657,0.757482977,682,1342,1,282,2.365597769,2.343189019,1027,1,Right reached,6
898,1334,436,1.452381623,1.700206531,516,619,299,72,9.676202129,14.66616715,399,742,Right reached,6
733,1328,595,1.277665735,0.664728345,970,592,280,26,10.7628572,4.221925028,1116,785,Left reached,6
694,1426,732,1.030439976,1.227818854,1289,542,1,377,9.129215119,10.53600386,1423,631,Left reached,6
581,1238,657,1.080190181,0.833343848,459,1011,1,292,9.306239015,2.911858634,561,1212,Right reached,6
1046,1222,176,1.328654783,1.684355719,647,755,425,1,8.155570947,16.10995028,542,848,Right reached,6
537,1044,507,1.098516532,0.905017675,458,692,71,1,10.04881512,3.645231843,570,1,Right reached,6
1209,1236,27,1.021353544,1.243480451,785,565,321,1,4.20839967,7.198695315,997,1232,Right reached,6
872,1212,340,1.028562924,1.425429905,807,560,6,321,6.694236052,10.85608402,1059,866,Left reached,6
693,1443,750,0.828103558,0.888722835,735,607,1,12,5.191973019,9.414159992,1238,806,Left reached,6
759,1279,520,1.010456032,0.651207469,881,634,1,1,6.05077294,3.972868948,789,849,Left reached,6
804,1271,467,0.569098709,1.416876751,665,902,1,361,2.918872367,8.65889946,796,802,Right reached,6
632,1609,977,1.270898423,1.383757864,1460,599,926,1,6.876299506,14.70092275,1609,723,Left reached,6
775,803,28,1.409677519,1.643086056,658,622,6,314,14.00764597,13.79489714,803,774,Left reached,6
936,1226,290,0.644944096,1.187770738,490,1115,1,335,4.84754567,6.022458328,345,1226,Right reached,6
749,764,15,1.597130357,1.583449813,578,577,1,1,11.25395965,16.04206744,741,741,Left reached,6
946,1478,532,1.064999312,0.84709546,1277,766,11,1,6.256038505,8.704040967,1164,1342,Left reached,6
717,1088,371,0.997672834,0.787639497,726,625,1,1,5.244046062,4.722034832,396,718,Left reached,6
799,1486,687,0.557547189,1.118610215,607,478,1,279,2.758147222,8.966117944,924,1475,Right reached,6
795,1335,540,0.674454331,0.651453703,843,633,1,1,6.963300847,4.334839994,1,365,Left reached,6
933,1494,561,0.906449399,1.008621832,480,1286,1,286,9.619712103,3.552674455,600,1157,Right reached,6
839,1643,804,0.737009034,1.235284043,1166,503,21,1,7.371587412,11.62105337,1557,614,Left reached,6
874,1801,927,0.83193997,0.572278275,1394,598,1,278,5.901011149,2.714528855,1553,747,Left reached,6
600,1386,786,0.97825927,0.914183481,471,1214,1,1,7.189901607,5.58081164,575,1386,Right reached,6
1010,1487,477,0.845907233,1.639484666,941,563,14,48,7.314650983,12.00562305,1,469,Left reached,6
1021,1923,902,1.107776641,0.989524488,735,816,1,1,7.466009645,5.286744549,1286,452,Left reached,6
841,1440,599,0.677769923,0.590609537,1358,640,1,308,3.896994915,3.706935024,1440,398,Left reached,6
642,1522,880,0.703226566,0.807554621,1005,543,1,290,3.609804956,5.919225513,320,371,Left reached,6
894,1763,869,1.04543393,1.111739158,718,589,1,4,8.243250633,14.35423546,919,951,Right reached,6
1045,1071,26,1.045377257,1.326135601,806,620,351,47,5.706570055,7.002063486,1006,468,Left reached,6
559,1270,711,1.2715669,0.788579356,501,951,301,1,16.0808494,3.120215527,624,738,Right reached,6
668,1069,401,1.125374641,0.948396854,472,789,1,1,9.180489286,4.214387427,600,389,Right reached,6
929,1127,198,1.229427202,1.505011014,746,577,1,76,7.762521417,8.165881027,882,423,Right reached,6
759,1116,357,0.548444602,1.564869489,583,496,1,87,3.347258649,11.14297711,363,388,Right reached,6
665,1369,704,1.391163088,1.161423278,908,558,1,1,9.973965538,13.26872675,1064,676,Left reached,6
803,894,91,1.428822873,1.507432776,703,735,285,281,16.79037083,16.71847028,839,854,Left reached,6
636,1169,533,1.305410941,0.959280878,945,480,1,1,9.727120246,9.729268024,1069,741,Left reached,6
823,1161,338,1.374719826,1.605915189,665,623,1,18,10.09361553,11.8799767,813,765,Right reached,6
873,1240,367,0.822020349,0.547085202,1144,691,297,1,1.948864871,3.584819051,578,1,Left reached,6
917,1449,532,0.752510567,0.584811879,1252,631,255,302,3.785099399,3.165668899,1,369,Left reached,6
1628,2263,635,1.081397652,0.871366245,796,731,1,1,10.24499985,3.630920229,1302,369,Right reached,6
824,1247,423,0.90732294,0.597811634,1109,609,1,297,3.583430455,3.158457878,11,414,Left reached,6
800,1283,483,0.489944936,0.920190449,722,987,154,1,4.221024562,4.776664753,361,703,Right reached,6
784,1404,620,0.809532291,0.675412308,1077,556,297,1,3.182059426,5.105509836,1404,422,Left reached,6
1059,1817,758,1.218309943,1.108093688,576,564,1,1,12.06669628,7.344395393,1123,422,Right reached,6
1245,1326,81,0.938254743,1.219724787,901,674,458,372,4.611707432,7.690136043,1116,508,Right reached,6
788,1174,386,1.53776592,1.694107349,679,576,210,1,14.36587222,13.23746222,797,748,Right reached,6
825,1401,576,0.895113776,0.551033456,817,629,1,1,7.191158964,2.775353241,1341,875,Left reached,6
602,1028,426,0.961002647,1.126466207,860,470,252,5,2.65988795,7.661504466,330,352,Left reached,6
672,1735,1063,0.916548412,1.066389951,945,510,1,1,6.115332085,8.371290043,802,608,Left reached,6
1149,1389,240,1.193838183,0.954775775,941,883,1,403,8.679961228,3.470053188,1081,1190,Left reached,6
648,1242,594,1.46983351,0.961350111,973,520,1,1,11.70584555,6.475553327,1149,421,Left reached,6
910,1336,426,0.749018919,0.483944189,1168,648,1,1,3.001572458,4.241725855,1,1,Left reached,6
1014,1035,21,1.162656275,1.088472564,522,775,307,321,8.380866434,4.775637368,409,1035,Left reached,6
1056,1510,454,2.6448214,2.964724092,723,633,1,390,27.49927131,34.96512495,851,764,Right reached,6
708,1369,661,0.750302845,1.356181184,583,870,335,1,5.240425375,6.199032967,823,1,Right reached,6
736,1566,830,0.879089685,0.625334908,837,568,273,1,11.69800715,3.592294297,1311,350,Left reached,6
826,1093,267,1.58563978,1.378596088,661,718,65,1,12.37485358,6.807600204,794,923,Right reached,6
1016,1041,25,1.338651719,1.119175326,550,780,1,1,9.533317864,4.657092385,453,893,Right reached,6
879,1267,388,0.409371885,0.69700345,696,691,1,1,3.376726806,3.974939863,1,352,Right reached,6
918,1402,484,1.426331353,1.743186459,1090,563,1,1,11.30275518,17.02714922,1247,667,Left reached,6
1089,1671,582,2.180757191,2.082806877,730,694,1,427,17.91012618,15.41198522,948,878,Left reached,6
1195,1631,436,0.530894776,0.958747563,1148,470,50,1,1.860015217,8.97977801,315,600,Left reached,6
801,1700,899,0.561587636,0.740463584,658,478,1,1,3.167512651,8.249624967,330,1397,Right reached,6
965,1145,180,1.403815319,1.578977857,695,704,1,341,12.13697601,12.02439642,863,876,Right reached,6
1201,1336,135,0.901883187,1.069346601,821,818,1,342,4.244596884,4.46376341,30,676,Right reached,6
882,1187,305,0.401059348,0.771713518,738,836,1,268,1.991221902,3.785583889,938,346,Right reached,6
960,972,12,1.629555276,2.142952317,658,645,336,318,14.15044434,19.4571179,830,809,Right reached,6
1067,1142,75,0.872600569,0.989569273,696,710,280,1,3.402342328,4.573559985,353,352,Right reached,6
839,1451,612,2.134572426,1.475373395,1155,559,296,285,22.20611839,13.88034111,1301,669,Left reached,6
1050,1750,700,0.975418799,1.263296945,839,557,59,52,6.168510084,9.361076381,1427,437,Right reached,6
1057,1075,18,0.930053306,1.357889772,737,626,66,32,5.820197726,7.651939556,578,739,Left reached,6
1156,1226,70,0.836668197,0.816221397,806,726,1,1,2.756863121,3.05365339,1122,599,Left reached,6
850,1141,291,0.820828401,0.507781548,529,671,285,1,5.428800857,6.635271188,378,1,Left reached,6
