trial_len1,trial_len2,reach_diff,peak_velRight,peak_velLeft,vel_inxR,vel_inxL,mo_timeR,mo_timeL,Filename,Participant,Load,Distance,Difficulty,TrialNo,Load_kind,index_diff
1675,1972,297,0.400480412,0.388788215,1448,1179,1,79,'01_36_03.c3d',11,VE,R,H,3,diff,269
1104,1769,665,0.424915641,0.48073563,1163,614,373,331,'01_36_04.c3d',11,VE,R,H,4,diff,549
996,1474,478,0.503858474,0.720842589,1019,551,292,1,'01_36_05.c3d',11,VE,R,H,5,diff,468
850,1510,660,0.685526513,0.718401875,565,429,254,263,'01_36_01.c3d',12,VE,R,H,1,diff,136
945,1393,448,0.620420761,0.717175599,758,458,1,274,'01_36_02.c3d',12,VE,R,H,2,diff,300
921,1179,258,0.692434182,0.77632679,693,510,286,18,'01_36_03.c3d',12,VE,R,H,3,diff,183
898,1220,322,0.654097973,0.724380075,729,413,1,88,'01_36_04.c3d',12,VE,R,H,4,diff,316
809,1389,580,0.651152577,0.616401516,810,442,265,1,'01_36_05.c3d',12,VE,R,H,5,diff,368
928,1233,305,0.940392427,0.853271125,827,472,1,58,'01_36_01.c3d',13,VE,R,H,1,diff,355
540,902,362,1.154583482,1.230775942,646,444,1,27,'01_36_02.c3d',13,VE,R,H,2,diff,202
917,1274,357,1.111541472,1.011553302,723,438,259,1,'01_36_03.c3d',13,VE,R,H,3,diff,285
949,1056,107,1.022570709,0.981138919,815,500,234,1,'01_36_04.c3d',13,VE,R,H,4,diff,315
702,2546,1844,0.992505203,1.170608399,869,584,1,34,'01_36_05.c3d',13,VE,R,H,5,diff,285
412,743,331,1.321968405,2.024275243,571,391,1,195,'01_36_01.c3d',14,VE,R,H,1,diff,180
684,2244,1560,1.359132977,1.755742234,651,478,1,1,'01_36_02.c3d',14,VE,R,H,2,diff,173
678,739,61,1.277773305,1.221208888,531,366,122,11,'01_36_03.c3d',14,VE,R,H,3,diff,165
521,1154,633,1.262369513,1.52686726,506,446,1,276,'01_36_04.c3d',14,VE,R,H,4,diff,60
733,990,257,0.981512606,0.898861606,475,415,221,53,'01_36_05.c3d',14,VE,R,H,5,diff,60
942,2068,1126,1.027013,0.989532728,765,495,262,15,'01_36_01.c3d',15,VE,R,H,1,diff,270
888,938,50,0.968622149,0.787021948,669,371,209,1,'01_36_02.c3d',15,VE,R,H,2,diff,298
351,906,555,0.804702177,0.94061956,691,256,1,1,'01_36_03.c3d',15,VE,R,H,3,diff,435
853,1191,338,0.733402437,1.023120259,714,430,247,236,'01_36_04.c3d',15,VE,R,H,4,diff,284
610,1153,543,0.751739057,0.785259228,672,347,1,1,'01_36_05.c3d',15,VE,R,H,5,diff,325
751,1088,337,0.977385185,0.891113993,683,362,1,1,'01_36_01.c3d',16,VE,R,H,1,diff,321
664,1008,344,1.073318708,0.738618885,752,455,242,1,'01_36_02.c3d',16,VE,R,H,2,diff,297
909,1169,260,1.052834723,1.006286044,692,339,1,135,'01_36_03.c3d',16,VE,R,H,3,diff,353
729,1720,991,0.971674429,0.786555189,727,412,1,12,'01_36_04.c3d',16,VE,R,H,4,diff,315
771,861,90,1.054224972,1.072813571,640,267,1,44,'01_36_05.c3d',16,VE,R,H,5,diff,373
600,769,169,1.635724533,2.041578613,623,471,330,1,'01_36_01.c3d',17,VE,R,H,1,diff,152
562,723,161,1.60168101,1.960509409,535,431,279,288,'01_36_02.c3d',17,VE,R,H,2,diff,104
476,732,256,1.624382224,1.480745572,553,391,260,259,'01_36_03.c3d',17,VE,R,H,3,diff,162
412,782,370,1.279779641,2.803889946,605,391,282,286,'01_36_04.c3d',17,VE,R,H,4,diff,214
866,1173,307,1.150785135,1.303818512,577,428,271,207,'01_36_05.c3d',17,VE,R,H,5,diff,149
1228,1440,212,0.809443001,2.186284489,842,593,402,1,'01_36_01.c3d',18,VE,R,H,1,diff,249
566,959,393,1.139559583,1.533115482,698,514,328,1,'01_36_02.c3d',18,VE,R,H,2,diff,184
627,1068,441,1.126087717,1.404721082,782,533,1,78,'01_36_03.c3d',18,VE,R,H,3,diff,249
478,969,491,0.967909109,1.836798963,657,441,198,80,'01_36_04.c3d',18,VE,R,H,4,diff,216
507,900,393,0.872928173,1.34366007,656,440,1,46,'01_36_05.c3d',18,VE,R,H,5,diff,216
874,1509,635,0.623823386,0.909170789,1289,575,1,271,'01_36_01.c3d',19,VE,R,H,1,diff,714
857,1071,214,0.94095911,1.069208226,755,462,288,1,'01_36_02.c3d',19,VE,R,H,2,diff,293
708,1160,452,0.679516173,0.682954287,859,397,1,64,'01_36_03.c3d',19,VE,R,H,3,diff,462
876,1144,268,0.871747284,1.100801882,788,479,328,64,'01_36_04.c3d',19,VE,R,H,4,diff,309
987,1354,367,0.695624438,0.694820803,807,622,1,6,'01_36_05.c3d',19,VE,R,H,5,diff,185
709,1220,511,0.898080362,1.214903676,696,432,279,1,'01_36_01.c3d',20,VE,R,H,1,diff,264
853,1409,556,0.667524715,1.016395418,744,465,1,1,'01_36_02.c3d',20,VE,R,H,2,diff,279
714,1286,572,0.706137191,0.985356812,722,403,263,220,'01_36_03.c3d',20,VE,R,H,3,diff,319
953,1562,609,0.581829448,0.956977789,734,454,283,1,'01_36_04.c3d',20,VE,R,H,4,diff,280
942,1134,192,0.764460467,1.10911446,703,408,1,241,'01_36_05.c3d',20,VE,R,H,5,diff,295
1199,1363,164,0.796028909,1.009092999,1174,686,1,31,'01_36_01.c3d',21,VE,R,H,1,diff,488
1141,1607,466,0.506233669,0.523396275,1081,652,1,62,'01_36_02.c3d',21,VE,R,H,2,diff,429
1084,1419,335,0.609049314,0.688392436,857,470,21,204,'01_36_03.c3d',21,VE,R,H,3,diff,387
1350,1444,94,0.576114517,0.506880383,1079,467,1,72,'01_36_04.c3d',21,VE,R,H,4,diff,612
699,1256,557,0.690096928,0.76223594,936,650,298,30,'01_36_05.c3d',21,VE,R,H,5,diff,286
718,1460,742,0.65000144,1.063179316,839,609,1,337,'01_36_01.c3d',22,VE,R,H,1,diff,230
1102,1666,564,0.657232771,0.792239172,900,567,293,303,'01_36_02.c3d',22,VE,R,H,2,diff,333
1128,1799,671,0.48483317,1.128620051,1509,605,341,1,'01_36_03.c3d',22,VE,R,H,3,diff,904
1045,1789,744,0.636509793,0.998160772,1464,624,370,390,'01_36_04.c3d',22,VE,R,H,4,diff,840
976,1280,304,0.764704353,0.719638131,937,618,302,101,'01_36_05.c3d',22,VE,R,H,5,diff,319
1667,2510,843,0.338415635,0.312320265,1827,834,301,1,'01_36_01.c3d',23,VE,R,H,1,diff,993
1758,1976,218,0.424075657,0.502773694,1549,644,234,242,'01_36_02.c3d',23,VE,R,H,2,diff,905
2132,2533,401,0.422611896,0.464982938,1226,2143,414,406,'01_36_03.c3d',23,VE,R,H,3,diff,917
1784,3057,1273,0.378234278,0.451615176,1335,602,337,19,'01_36_04.c3d',23,VE,R,H,4,diff,733
2108,2358,250,0.457398286,0.45631151,1149,532,299,24,'01_36_05.c3d',23,VE,R,H,5,diff,617
571,1001,430,1.024754124,1.584803593,733,422,240,239,'01_36_01.c3d',24,VE,R,H,1,diff,311
934,1003,69,0.971875312,1.115800396,770,453,276,258,'01_36_02.c3d',24,VE,R,H,2,diff,317
929,1083,154,0.80448943,0.843151271,825,430,243,1,'01_36_03.c3d',24,VE,R,H,3,diff,395
802,1011,209,0.909153473,1.025553209,706,362,190,141,'01_36_04.c3d',24,VE,R,H,4,diff,344
887,1189,302,0.883779378,0.520865295,760,845,154,1,'01_36_05.c3d',24,VE,R,H,5,diff,85
597,1025,428,1.085527612,0.813008055,666,498,263,236,'01_36_01.c3d',25,VE,R,H,1,diff,168
609,955,346,1.031309669,0.835049935,737,456,257,252,'01_36_02.c3d',25,VE,R,H,2,diff,281
651,1201,550,0.899177318,0.779033926,671,444,1,198,'01_36_03.c3d',25,VE,R,H,3,diff,227
653,1124,471,0.840186898,0.753744526,841,455,253,1,'01_36_04.c3d',25,VE,R,H,4,diff,386
872,1339,467,0.888633262,0.622504185,792,629,293,1,'01_36_05.c3d',25,VE,R,H,5,diff,163
1167,2315,1148,0.717014848,0.639240029,868,493,321,36,'01_36_01.c3d',26,VE,R,H,1,diff,375
605,1274,669,0.788810918,0.881784678,1131,520,329,206,'01_36_02.c3d',26,VE,R,H,2,diff,611
965,3439,2474,0.541437726,0.747984655,1292,448,1,101,'01_36_03.c3d',26,VE,R,H,3,diff,844
1488,1762,274,0.653490225,0.590509981,1175,490,1,103,'01_36_04.c3d',26,VE,R,H,4,diff,685
751,1635,884,0.685327864,0.78707728,950,513,1,63,'01_36_05.c3d',26,VE,R,H,5,diff,437
808,1256,448,1.010430633,1.059712138,1063,670,448,420,'01_36_01.c3d',27,VE,R,H,1,diff,393
1133,1289,156,1.051518451,0.830695979,1047,700,509,1,'01_36_02.c3d',27,VE,R,H,2,diff,347
1366,1736,370,0.661956447,0.712589339,1247,762,1,548,'01_36_03.c3d',27,VE,R,H,3,diff,485
1329,1819,490,0.645633048,0.557831918,1386,1201,553,1,'01_36_04.c3d',27,VE,R,H,4,diff,185
1389,1819,430,0.728101531,0.616299099,1007,880,1,1,'01_36_05.c3d',27,VE,R,H,5,diff,127
1068,2118,1050,0.719063044,0.909336645,1670,672,1,54,'01_36_01.c3d',28,VE,R,H,1,diff,998
1086,2137,1051,0.69370069,0.811455682,1883,615,734,409,'01_36_02.c3d',28,VE,R,H,2,diff,1268
1127,1734,607,0.853209268,0.832405228,1006,527,277,288,'01_36_03.c3d',28,VE,R,H,3,diff,479
959,2717,1758,0.66751579,1.019129293,1192,476,313,1,'01_36_04.c3d',28,VE,R,H,4,diff,716
1162,1224,62,0.905832035,0.578243075,1065,657,314,45,'01_36_05.c3d',28,VE,R,H,5,diff,408
530,3058,2528,1.219564621,1.693772452,649,460,322,1,'01_36_01.c3d',29,VE,R,H,1,diff,189
589,975,386,0.999526012,1.046172812,672,447,268,1,'01_36_02.c3d',29,VE,R,H,2,diff,225
522,1085,563,0.711739864,1.032646263,772,403,1,1,'01_36_03.c3d',29,VE,R,H,3,diff,369
526,954,428,0.95162306,1.378339543,731,443,1,1,'01_36_04.c3d',29,VE,R,H,4,diff,288
898,1060,162,0.728334432,0.753539749,759,415,209,195,'01_36_05.c3d',29,VE,R,H,5,diff,344
575,1172,597,0.825889788,1.060378564,759,479,301,286,'01_36_01.c3d',30,VE,R,H,1,diff,280
940,1321,381,0.595350659,0.786802748,884,454,184,243,'01_36_02.c3d',30,VE,R,H,2,diff,430
879,1262,383,0.693334143,0.863952457,946,437,1,202,'01_36_03.c3d',30,VE,R,H,3,diff,509
995,1066,71,0.759417719,0.588043946,816,363,1,182,'01_36_04.c3d',30,VE,R,H,4,diff,453
1095,1203,108,0.780676137,0.65822127,896,482,1,31,'01_36_05.c3d',30,VE,R,H,5,diff,414
1322,2061,739,0.73051869,0.868436981,1951,700,1,1,'01_36_01.c3d',31,VE,R,H,1,diff,1251
505,1047,542,1.475084197,2.116955214,740,455,301,295,'01_36_02.c3d',31,VE,R,H,2,diff,285
907,1091,184,1.277775098,1.112926436,913,513,338,17,'01_36_03.c3d',31,VE,R,H,3,diff,400
922,973,51,1.48968007,1.650575715,668,446,313,301,'01_36_04.c3d',31,VE,R,H,4,diff,222
552,1047,495,1.15812873,1.07244366,766,415,242,176,'01_36_05.c3d',31,VE,R,H,5,diff,351
1112,1113,1,0.942331881,0.609349667,763,517,345,31,'01_36_01.c3d',32,VE,R,H,1,diff,246
1225,1400,175,0.819354036,0.80024912,1056,830,535,83,'01_36_02.c3d',32,VE,R,H,2,diff,226
1031,1370,339,0.667912712,0.508256889,841,559,309,262,'01_36_03.c3d',32,VE,R,H,3,diff,282
1048,1353,305,0.765975301,0.662381968,852,527,305,35,'01_36_04.c3d',32,VE,R,H,4,diff,325
1013,1282,269,0.7683817,0.496392553,925,505,304,263,'01_36_05.c3d',32,VE,R,H,5,diff,420
901,1378,477,0.850533376,0.766104173,1123,652,432,387,'01_36_01.c3d',33,VE,R,H,1,diff,471
845,1257,412,1.04588449,0.733551658,1013,683,460,4,'01_36_02.c3d',33,VE,R,H,2,diff,330
966,1232,266,0.997965369,0.857965316,922,517,1,308,'01_36_03.c3d',33,VE,R,H,3,diff,405
1007,1315,308,0.760152878,0.810300892,977,586,329,24,'01_36_04.c3d',33,VE,R,H,4,diff,391
974,1348,374,0.82409655,0.92028334,1031,601,411,34,'01_36_05.c3d',33,VE,R,H,5,diff,430
615,1019,404,1.046026018,1.375579658,692,504,1,1,'01_36_01.c3d',34,VE,R,H,1,diff,188
1034,1036,2,0.931504414,0.57169697,713,453,312,171,'01_36_02.c3d',34,VE,R,H,2,diff,260
969,1472,503,0.821652384,0.882737116,1066,625,479,44,'01_36_03.c3d',34,VE,R,H,3,diff,441
624,1078,454,1.099236098,0.753706466,865,445,272,71,'01_36_04.c3d',34,VE,R,H,4,diff,420
578,946,368,0.890316408,0.866726531,727,383,1,1,'01_36_05.c3d',34,VE,R,H,5,diff,344
888,1186,298,0.952612435,0.888881616,865,472,1,283,'01_36_01.c3d',35,VE,R,H,1,diff,393
760,1121,361,0.90019546,1.123580453,739,380,1,211,'01_36_02.c3d',35,VE,R,H,2,diff,359
623,1026,403,1.110864879,1.154258701,753,442,241,246,'01_36_03.c3d',35,VE,R,H,3,diff,311
632,1102,470,0.978751416,1.028771435,694,417,1,246,'01_36_04.c3d',35,VE,R,H,4,diff,277
480,1081,601,0.863112612,0.865354768,621,248,1,1,'01_36_05.c3d',35,VE,R,H,5,diff,373
723,1786,1063,1.81879786,2.394259579,453,506,1,102,'01_37_01.c3d',1,A,B,N,1,neut,53
1035,2503,1468,1.113651372,1.63786061,703,753,1,1,'01_37_02.c3d',1,A,B,N,2,neut,50
1439,1575,136,2.292576002,2.651240906,716,724,388,398,'01_37_03.c3d',1,A,B,N,3,neut,8
998,1195,197,1.030700334,1.669758261,424,584,1,82,'01_37_04.c3d',1,A,B,N,4,neut,160
1165,1211,46,1.721174685,1.884756874,717,694,372,1,'01_37_05.c3d',1,A,B,N,5,neut,23
1430,1881,451,1.441531378,1.696039637,701,739,1,120,'01_37_01.c3d',2,A,B,N,1,neut,38
1140,1165,25,1.204032387,1.693920397,620,614,317,267,'01_37_02.c3d',2,A,B,N,2,neut,6
1290,1865,575,1.455924601,1.612752886,631,668,339,359,'01_37_03.c3d',2,A,B,N,3,neut,37
1240,1458,218,1.581864131,1.83773005,668,645,420,170,'01_37_04.c3d',2,A,B,N,4,neut,23
1597,1725,128,1.646570637,1.5535257,683,600,296,1,'01_37_05.c3d',2,A,B,N,5,neut,83
844,966,122,2.378336641,2.594627749,536,490,286,77,'01_37_01.c3d',3,A,B,N,1,neut,46
872,925,53,2.427861781,2.813675965,533,548,285,296,'01_37_02.c3d',3,A,B,N,2,neut,15
825,839,14,2.196191687,2.493807209,484,466,229,1,'01_37_03.c3d',3,A,B,N,3,neut,18
663,907,244,1.903222866,2.046489875,411,447,24,126,'01_37_04.c3d',3,A,B,N,4,neut,36
903,1252,349,1.769650031,1.914507062,526,687,1,6,'01_37_05.c3d',3,A,B,N,5,neut,161
968,982,14,2.239563622,2.134518718,625,623,1,372,'01_37_01.c3d',4,A,B,N,1,neut,2
1093,1103,10,1.800583577,1.990994104,639,660,19,1,'01_37_02.c3d',4,A,B,N,2,neut,21
1008,1331,323,1.993694161,2.063199857,558,584,300,278,'01_37_03.c3d',4,A,B,N,3,neut,26
1423,1430,7,2.046980232,1.911678502,519,526,237,279,'01_37_04.c3d',4,A,B,N,4,neut,7
1336,1401,65,1.848969983,1.764167496,671,620,311,323,'01_37_05.c3d',4,A,B,N,5,neut,51
797,998,201,2.440047604,2.594144615,486,492,283,278,'01_37_01.c3d',5,A,B,N,1,neut,6
677,742,65,3.103590604,2.976658829,435,465,278,272,'01_37_02.c3d',5,A,B,N,2,neut,30
650,864,214,3.67312454,4.456300453,401,409,263,274,'01_37_03.c3d',5,A,B,N,3,neut,8
724,949,225,3.302243182,3.164178575,401,404,168,151,'01_37_04.c3d',5,A,B,N,4,neut,3
1000,1094,94,2.772209207,3.554992899,487,482,315,312,'01_37_05.c3d',5,A,B,N,5,neut,5
1078,1149,71,1.959517899,2.306638276,571,589,283,309,'01_37_01.c3d',6,A,B,N,1,neut,18
1056,1510,454,2.6448214,2.964724092,723,633,1,390,'01_37_02.c3d',6,A,B,N,2,neut,90
1089,1671,582,2.180757191,2.082806877,730,694,1,427,'01_37_03.c3d',6,A,B,N,3,neut,36
965,1145,180,1.403815319,1.578977857,695,704,1,341,'01_37_04.c3d',6,A,B,N,4,neut,9
960,972,12,1.629555276,2.142952317,658,645,336,318,'01_37_05.c3d',6,A,B,N,5,neut,13
1108,1296,188,1.753712945,1.80448801,628,710,332,1,'01_37_01.c3d',7,A,B,N,1,neut,82
1017,1101,84,2.164204346,2.064485573,547,530,1,241,'01_37_02.c3d',7,A,B,N,2,neut,17
656,776,120,1.619927209,1.88859895,361,354,1,1,'01_37_03.c3d',7,A,B,N,3,neut,7
935,1097,162,1.776067753,1.764139063,424,406,41,1,'01_37_04.c3d',7,A,B,N,4,neut,18
1046,1114,68,1.983489701,1.724176635,521,623,274,1,'01_37_05.c3d',7,A,B,N,5,neut,102
1393,1615,222,1.930558276,2.354045434,665,685,344,333,'01_37_01.c3d',8,A,B,N,1,neut,20
1351,1907,556,1.356648933,1.648367062,585,621,297,284,'01_37_02.c3d',8,A,B,N,2,neut,36
1610,2467,857,1.256353871,1.427297782,1045,1021,647,740,'01_37_03.c3d',8,A,B,N,3,neut,24
1919,2188,269,1.181393734,1.181209148,678,632,343,373,'01_37_04.c3d',8,A,B,N,4,neut,46
1978,2693,715,1.30183882,1.356620802,1395,1452,75,81,'01_37_05.c3d',8,A,B,N,5,neut,57
1431,2302,871,1.421360949,1.525854441,1118,1115,873,23,'01_37_01.c3d',9,A,B,N,1,neut,3
925,1783,858,1.676787336,2.054013791,568,502,315,256,'01_37_02.c3d',9,A,B,N,2,neut,66
1134,1295,161,2.449729177,2.386596254,576,524,318,1,'01_37_03.c3d',9,A,B,N,3,neut,52
1141,1302,161,1.93371956,1.960572871,586,559,288,277,'01_37_04.c3d',9,A,B,N,4,neut,27
1261,2158,897,1.715900552,1.749376184,579,475,282,273,'01_37_05.c3d',9,A,B,N,5,neut,104
840,1073,233,3.588056026,3.094125135,502,487,290,303,'01_37_01.c3d',10,A,B,N,1,neut,15
861,1199,338,2.441774746,3.895812791,515,528,277,299,'01_37_02.c3d',10,A,B,N,2,neut,13
788,1279,491,2.519817385,3.438259783,466,463,53,246,'01_37_03.c3d',10,A,B,N,3,neut,3
1196,1379,183,1.863659626,1.786985357,493,483,82,45,'01_37_04.c3d',10,A,B,N,4,neut,10
962,1364,402,1.913749193,2.192623884,585,500,282,231,'01_37_05.c3d',10,A,B,N,5,neut,85
1582,2430,848,1.6625323,1.753845229,844,903,446,1,'01_37_01.c3d',11,A,B,N,1,neut,59
1396,1465,69,1.035810264,1.25750422,796,884,1,1,'01_37_02.c3d',11,A,B,N,2,neut,88
1300,1415,115,1.284203395,1.343063824,764,756,187,334,'01_37_03.c3d',11,A,B,N,3,neut,8
1875,2785,910,1.229063065,1.202740627,1215,1237,1,768,'01_37_04.c3d',11,A,B,N,4,neut,22
1244,1685,441,1.312664966,1.608232202,833,876,467,478,'01_37_05.c3d',11,A,B,N,5,neut,43
815,929,114,1.936792577,1.836486521,489,557,304,299,'01_37_01.c3d',12,A,B,N,1,neut,68
747,1349,602,1.639588838,1.550399183,491,517,294,291,'01_37_02.c3d',12,A,B,N,2,neut,26
933,1814,881,1.774766222,1.751156439,522,528,281,193,'01_37_03.c3d',12,A,B,N,3,neut,6
849,1400,551,1.770981686,1.948977534,538,559,309,316,'01_37_04.c3d',12,A,B,N,4,neut,21
907,1591,684,2.11551412,2.347049593,435,460,54,194,'01_37_05.c3d',12,A,B,N,5,neut,25
1314,1810,496,1.743030731,1.524700097,768,813,447,444,'01_37_01.c3d',13,A,B,N,1,neut,45
961,1005,44,2.3200683,2.027914084,626,638,324,1,'01_37_02.c3d',13,A,B,N,2,neut,12
959,997,38,2.17241185,2.301936845,541,548,266,232,'01_37_03.c3d',13,A,B,N,3,neut,7
1095,1147,52,2.172584571,2.674502391,651,653,355,1,'01_37_04.c3d',13,A,B,N,4,neut,2
973,1039,66,2.004914584,2.624096646,548,602,294,318,'01_37_05.c3d',13,A,B,N,5,neut,54
804,811,7,2.447667005,3.822505702,416,488,1,253,'01_37_01.c3d',14,A,B,N,1,neut,72
748,887,139,2.576008606,3.469127717,414,476,235,257,'01_37_02.c3d',14,A,B,N,2,neut,62
740,1214,474,2.213507544,2.570619539,408,492,117,251,'01_37_03.c3d',14,A,B,N,3,neut,84
723,822,99,2.169525874,2.898995049,413,486,1,238,'01_37_04.c3d',14,A,B,N,4,neut,73
867,1163,296,2.810485694,2.420055433,443,544,231,246,'01_37_05.c3d',14,A,B,N,5,neut,101
786,787,1,2.494675588,2.889050005,485,537,248,35,'01_37_01.c3d',15,A,B,N,1,neut,52
855,969,114,2.356409759,2.5941228,506,574,83,264,'01_37_02.c3d',15,A,B,N,2,neut,68
840,1228,388,2.195809376,2.397262857,494,501,253,129,'01_37_03.c3d',15,A,B,N,3,neut,7
1164,1183,19,2.213217981,2.649127362,550,566,287,307,'01_37_04.c3d',15,A,B,N,4,neut,16
973,1400,427,2.102814868,2.147972696,568,568,223,172,'01_37_05.c3d',15,A,B,N,5,neut,0
979,1030,51,2.675164185,3.083653593,609,599,318,1,'01_37_01.c3d',16,A,B,N,1,neut,10
934,1449,515,1.731350468,2.760517087,579,557,285,300,'01_37_02.c3d',16,A,B,N,2,neut,22
1209,1736,527,2.04965102,1.692481329,689,723,1,1,'01_37_03.c3d',16,A,B,N,3,neut,34
1347,1820,473,1.768428217,2.072630351,619,646,366,390,'01_37_04.c3d',16,A,B,N,4,neut,27
897,1080,183,1.856931677,2.009362172,562,529,245,208,'01_37_05.c3d',16,A,B,N,5,neut,33
696,699,3,4.102470191,4.670638848,415,417,251,268,'01_37_01.c3d',17,A,B,N,1,neut,2
719,728,9,3.882826361,3.918740048,454,454,301,290,'01_37_02.c3d',17,A,B,N,2,neut,0
898,965,67,3.698406908,3.628902603,405,424,269,275,'01_37_03.c3d',17,A,B,N,3,neut,19
1143,1222,79,3.455416568,4.251695031,415,437,281,280,'01_37_04.c3d',17,A,B,N,4,neut,22
653,1115,462,4.405713989,3.55053395,396,421,260,261,'01_37_05.c3d',17,A,B,N,5,neut,25
1008,1145,137,2.35460499,3.041811816,601,620,351,71,'01_37_01.c3d',18,A,B,N,1,neut,19
1016,1752,736,2.84548063,2.830857813,567,561,37,307,'01_37_02.c3d',18,A,B,N,2,neut,6
1258,1420,162,2.84212858,3.194910837,618,607,1,1,'01_37_03.c3d',18,A,B,N,3,neut,11
1225,2361,1136,2.424019377,2.856730224,662,673,14,230,'01_37_04.c3d',18,A,B,N,4,neut,11
838,1022,184,1.771599549,2.182934515,460,490,1,1,'01_37_05.c3d',18,A,B,N,5,neut,30
1324,1363,39,2.108687605,2.625897233,1051,1055,816,829,'01_37_01.c3d',19,A,B,N,1,neut,4
1063,1494,431,1.545524012,2.129651503,619,600,327,356,'01_37_02.c3d',19,A,B,N,2,neut,19
875,1012,137,1.502065268,2.015100026,670,661,18,213,'01_37_03.c3d',19,A,B,N,3,neut,9
1075,1436,361,1.287410432,1.477595822,682,549,1,268,'01_37_04.c3d',19,A,B,N,4,neut,133
683,901,218,1.576483946,1.559381902,523,465,217,73,'01_37_05.c3d',19,A,B,N,5,neut,58
941,969,28,2.158257199,2.705339926,581,580,333,343,'01_37_01.c3d',20,A,B,N,1,neut,1
1082,1114,32,2.417261353,2.717364106,606,619,365,368,'01_37_02.c3d',20,A,B,N,2,neut,13
1083,1106,23,2.583130832,2.616325874,593,601,306,290,'01_37_03.c3d',20,A,B,N,3,neut,8
1233,1693,460,1.917661911,2.184946339,547,538,280,262,'01_37_04.c3d',20,A,B,N,4,neut,9
1247,1811,564,1.962971327,1.998929547,701,666,430,413,'01_37_05.c3d',20,A,B,N,5,neut,35
1160,1330,170,1.095119442,1.346881149,735,721,447,288,'01_37_01.c3d',21,A,B,N,1,neut,14
1099,1368,269,2.015069868,2.070677679,665,692,385,421,'01_37_02.c3d',21,A,B,N,2,neut,27
1078,1853,775,1.739826095,1.384925061,627,646,1,363,'01_37_03.c3d',21,A,B,N,3,neut,19
998,1577,579,1.943398182,1.937534323,599,584,315,307,'01_37_04.c3d',21,A,B,N,4,neut,15
1131,1220,89,1.659307237,1.977922608,602,637,90,312,'01_37_05.c3d',21,A,B,N,5,neut,35
934,1087,153,1.768418914,1.630896338,546,792,303,300,'01_37_01.c3d',22,A,B,N,1,neut,246
1164,1308,144,1.76280498,2.164088167,749,852,389,440,'01_37_02.c3d',22,A,B,N,2,neut,103
1078,1130,52,1.470717288,2.356776158,681,787,276,351,'01_37_03.c3d',22,A,B,N,3,neut,106
1066,1168,102,1.313660419,1.732363944,963,904,411,425,'01_37_04.c3d',22,A,B,N,4,neut,59
1224,1465,241,1.877872362,2.217856754,868,893,431,454,'01_37_05.c3d',22,A,B,N,5,neut,25
1531,2492,961,1.336083237,1.29134579,742,754,362,364,'01_37_01.c3d',23,A,B,N,1,neut,12
1625,2512,887,0.882919811,0.893558713,671,708,269,260,'01_37_02.c3d',23,A,B,N,2,neut,37
2261,2773,512,0.815459302,1.055914541,737,729,330,329,'01_37_03.c3d',23,A,B,N,3,neut,8
2767,4244,1477,0.655106727,1.08469396,720,728,299,335,'01_37_04.c3d',23,A,B,N,4,neut,8
2828,3358,530,0.523526629,0.494889613,515,502,1,14,'01_37_05.c3d',23,A,B,N,5,neut,13
871,1012,141,2.220036214,2.608795401,483,554,263,275,'01_37_01.c3d',24,A,B,N,1,neut,71
863,960,97,2.307597053,2.550302685,519,528,242,268,'01_37_02.c3d',24,A,B,N,2,neut,9
1054,1153,99,2.451794178,2.720859896,646,643,349,343,'01_37_03.c3d',24,A,B,N,3,neut,3
987,1037,50,1.981403489,2.337756208,562,527,270,244,'01_37_04.c3d',24,A,B,N,4,neut,35
1066,1123,57,1.898646506,2.208105289,672,685,326,325,'01_37_05.c3d',24,A,B,N,5,neut,13
1277,1679,402,1.650781929,1.709991606,735,737,496,477,'01_37_01.c3d',25,A,B,N,1,neut,2
881,934,53,2.396903235,2.57957431,534,518,270,277,'01_37_02.c3d',25,A,B,N,2,neut,16
1034,1222,188,1.937316145,1.816403709,581,575,259,267,'01_37_03.c3d',25,A,B,N,3,neut,6
917,1035,118,1.727587181,1.7286516,537,566,280,281,'01_37_04.c3d',25,A,B,N,4,neut,29
1122,1198,76,1.5350284,1.533051705,579,586,256,270,'01_37_05.c3d',25,A,B,N,5,neut,7
1580,1637,57,2.025093671,2.318409643,619,636,307,310,'01_37_01.c3d',26,A,B,N,1,neut,17
1412,3244,1832,1.765828954,1.852073512,609,740,279,300,'01_37_02.c3d',26,A,B,N,2,neut,131
1503,3176,1673,0.679918446,1.89937562,613,681,331,341,'01_37_03.c3d',26,A,B,N,3,neut,68
1028,1522,494,1.333873196,1.216002276,420,472,1,1,'01_37_04.c3d',26,A,B,N,4,neut,52
1594,1838,244,1.292479751,1.273456906,766,600,392,374,'01_37_05.c3d',26,A,B,N,5,neut,166
1169,1194,25,2.717177715,3.065929736,792,840,510,506,'01_37_01.c3d',27,A,B,N,1,neut,48
1086,1444,358,1.960370771,2.198788507,733,751,1,409,'01_37_02.c3d',27,A,B,N,2,neut,18
1087,2070,983,1.662554854,2.251010554,1009,1003,658,639,'01_37_03.c3d',27,A,B,N,3,neut,6
1285,1364,79,1.755444935,2.165970838,1156,1171,802,1,'01_37_04.c3d',27,A,B,N,4,neut,15
