trial_len1,trial_len2,reach_diff,peak_velRight,peak_velLeft,vel_inxR,vel_inxL,mo_timeR,mo_timeL,Filename,Participant,Load,Distance,Difficulty,TrialNo,Load_kind,index_diff
892,1919,1027,1.117778139,1.458175561,632,619,1,1,'01_01_01.c3d',1,EE,B,E,1,Same,13
789,1399,610,0.843783301,1.269257503,450,537,123,92,'01_01_02.c3d',1,EE,B,E,2,Same,87
1084,1228,144,1.001019743,1.218951903,514,547,160,278,'01_01_03.c3d',1,EE,B,E,3,Same,33
907,1046,139,1.16810262,1.016273905,546,521,166,22,'01_01_04.c3d',1,EE,B,E,4,Same,25
920,1016,96,1.017739634,1.085013422,643,863,115,154,'01_01_05.c3d',1,EE,B,E,5,Same,220
1422,2500,1078,0.78914443,1.11970679,538,504,239,62,'01_01_01.c3d',2,EE,B,E,1,Same,34
1320,1613,293,0.94888641,1.18815003,550,494,298,234,'01_01_02.c3d',2,EE,B,E,2,Same,56
1156,1418,262,1.13554443,1.30687578,591,589,347,314,'01_01_03.c3d',2,EE,B,E,3,Same,2
1406,1991,585,0.91798989,1.24551508,475,926,6,1,'01_01_04.c3d',2,EE,B,E,4,Same,451
1916,2129,213,0.94103284,1.09525322,609,571,60,1,'01_01_05.c3d',2,EE,B,E,5,Same,38
698,705,7,2.259939137,2.358944088,435,434,11,1,'01_01_01.c3d',3,EE,B,E,1,Same,1
542,1705,1163,2.089468375,2.070642029,438,411,141,1,'01_01_02.c3d',3,EE,B,E,2,Same,27
1119,1155,36,1.65942854,2.065874313,838,809,630,79,'01_01_03.c3d',3,EE,B,E,3,Same,29
799,929,130,1.346928883,1.591302017,439,429,57,1,'01_01_04.c3d',3,EE,B,E,4,Same,10
735,787,52,1.710915437,2.015252263,551,572,281,1,'01_01_05.c3d',3,EE,B,E,5,Same,21
1150,1321,171,1.265207755,1.227177614,653,642,84,430,'01_01_01.c3d',4,EE,B,E,1,Same,11
1153,1505,352,1.739596826,1.522205296,831,841,586,180,'01_01_02.c3d',4,EE,B,E,2,Same,10
1197,1505,308,1.953076766,2.119636784,563,574,1,352,'01_01_03.c3d',4,EE,B,E,3,Same,11
916,1128,212,2.154101343,2.597399292,621,630,1,420,'01_01_04.c3d',4,EE,B,E,4,Same,9
738,958,220,1.442623921,1.350682338,466,470,239,199,'01_01_05.c3d',4,EE,B,E,5,Same,4
788,867,79,2.781110191,2.556565335,441,457,279,264,'01_01_01.c3d',5,EE,B,E,1,Same,16
549,1002,453,2.376631294,2.327993259,386,378,123,199,'01_01_02.c3d',5,EE,B,E,2,Same,8
640,845,205,1.745656914,2.19126209,481,437,1,1,'01_01_03.c3d',5,EE,B,E,3,Same,44
701,758,57,2.144769979,2.228016252,389,414,259,264,'01_01_04.c3d',5,EE,B,E,4,Same,25
678,691,13,2.426472194,2.723151469,375,400,172,131,'01_01_05.c3d',5,EE,B,E,5,Same,25
1123,1902,779,1.000396896,2.027753501,1409,667,421,83,'01_01_01.c3d',6,EE,B,E,1,Same,742
1207,1532,325,1.024636232,1.381478261,648,685,1,1,'01_01_02.c3d',6,EE,B,E,2,Same,37
803,894,91,1.428822873,1.507432776,703,735,285,281,'01_01_03.c3d',6,EE,B,E,3,Same,32
788,1174,386,1.53776592,1.694107349,679,576,210,1,'01_01_04.c3d',6,EE,B,E,4,Same,103
964,1020,56,1.529360848,1.46147743,596,544,18,1,'01_01_05.c3d',6,EE,B,E,5,Same,52
1011,1070,59,1.514882882,1.462231056,572,573,1,353,'01_01_01.c3d',7,EE,B,E,1,Same,1
1129,1158,29,1.380151195,1.529741217,597,647,332,372,'01_01_02.c3d',7,EE,B,E,2,Same,50
826,913,87,1.69120416,1.550672087,503,526,270,258,'01_01_03.c3d',7,EE,B,E,3,Same,23
1194,1596,402,1.221625858,1.119274014,439,431,1,44,'01_01_04.c3d',7,EE,B,E,4,Same,8
1018,1052,34,1.448433797,1.623900078,527,523,299,302,'01_01_05.c3d',7,EE,B,E,5,Same,4
1086,1095,9,1.593343884,1.518374067,574,589,1,331,'01_01_01.c3d',8,EE,B,E,1,Same,15
1077,2503,1426,1.08362866,1.389898255,473,517,256,267,'01_01_02.c3d',8,EE,B,E,2,Same,44
1413,2645,1232,0.71274135,0.975471351,466,470,231,226,'01_01_03.c3d',8,EE,B,E,3,Same,4
1033,1285,252,1.033210267,1.113154859,451,495,171,141,'01_01_04.c3d',8,EE,B,E,4,Same,44
1195,2160,965,0.933185267,0.929135263,407,403,1,106,'01_01_05.c3d',8,EE,B,E,5,Same,4
911,1950,1039,0.984698497,2.177711065,553,514,1,339,'01_01_01.c3d',9,EE,B,E,1,Same,39
948,1945,997,1.433133745,1.320023081,454,441,246,203,'01_01_02.c3d',9,EE,B,E,2,Same,13
770,1077,307,1.194738652,1.549767236,442,438,1,1,'01_01_03.c3d',9,EE,B,E,3,Same,4
1186,1628,442,1.339105596,1.587266574,590,564,365,357,'01_01_04.c3d',9,EE,B,E,4,Same,26
1141,1585,444,1.564418411,1.476413347,544,496,94,288,'01_01_05.c3d',9,EE,B,E,5,Same,48
777,1163,386,2.844776668,3.467922921,562,534,360,347,'01_01_01.c3d',10,EE,B,E,1,Same,28
1066,1115,49,1.704112181,1.852856866,528,504,33,282,'01_01_02.c3d',10,EE,B,E,2,Same,24
1178,1234,56,1.513223103,1.962366383,528,483,275,246,'01_01_03.c3d',10,EE,B,E,3,Same,45
1414,1512,98,1.394776701,1.814199008,533,532,320,323,'01_01_04.c3d',10,EE,B,E,4,Same,1
924,1036,112,1.706681276,2.673295367,524,522,343,345,'01_01_05.c3d',10,EE,B,E,5,Same,2
1361,2359,998,0.76497027,1.00696833,742,799,365,1,'01_01_01.c3d',11,EE,B,E,1,Same,57
1722,1736,14,0.56242408,0.5653678,1234,1175,220,224,'01_01_02.c3d',11,EE,B,E,2,Same,59
1724,3063,1339,0.68152126,0.74140909,786,804,71,1,'01_01_03.c3d',11,EE,B,E,3,Same,18
1749,2206,457,0.74504094,0.75311406,1195,1215,1,13,'01_01_04.c3d',11,EE,B,E,4,Same,20
1381,1693,312,0.86396649,0.86665497,1174,1256,45,420,'01_01_05.c3d',11,EE,B,E,5,Same,82
959,1047,88,1.208894623,1.538912173,544,539,1,339,'01_01_01.c3d',12,EE,B,E,1,Same,5
931,1034,103,1.491097268,1.314191904,547,560,349,317,'01_01_02.c3d',12,EE,B,E,2,Same,13
849,954,105,1.590311323,1.373806395,493,529,300,303,'01_01_03.c3d',12,EE,B,E,3,Same,36
850,981,131,1.668771863,1.504457026,509,528,276,54,'01_01_04.c3d',12,EE,B,E,4,Same,19
895,1143,248,1.500792595,1.488863284,493,550,298,1,'01_01_05.c3d',12,EE,B,E,5,Same,57
1090,1614,524,1.739708445,1.579737645,574,607,52,1,'01_01_01.c3d',13,EE,B,E,1,Same,33
992,998,6,1.852135267,1.737927562,559,583,93,1,'01_01_02.c3d',13,EE,B,E,2,Same,24
1005,1216,211,1.435325281,1.85789818,537,564,271,302,'01_01_03.c3d',13,EE,B,E,3,Same,27
766,1317,551,1.515668703,1.871466776,479,483,265,278,'01_01_04.c3d',13,EE,B,E,4,Same,4
1015,1025,10,1.345927019,1.597380861,543,535,51,340,'01_01_05.c3d',13,EE,B,E,5,Same,8
665,1224,559,2.374843916,2.900389369,436,443,246,233,'01_01_01.c3d',14,EE,B,E,1,Same,7
683,879,196,2.198581456,2.712625174,409,439,218,232,'01_01_02.c3d',14,EE,B,E,2,Same,30
757,791,34,1.766513121,1.878051723,417,477,185,211,'01_01_03.c3d',14,EE,B,E,3,Same,60
697,1668,971,1.625986707,2.082345976,418,520,1,49,'01_01_04.c3d',14,EE,B,E,4,Same,102
885,945,60,1.864850674,1.808940791,437,472,223,239,'01_01_05.c3d',14,EE,B,E,5,Same,35
921,978,57,1.53325832,1.931175753,588,699,223,359,'01_01_01.c3d',15,EE,B,E,1,Same,111
826,1011,185,1.828368319,2.446269427,463,554,261,266,'01_01_02.c3d',15,EE,B,E,2,Same,91
788,1248,460,1.699976528,2.4245251,502,530,303,277,'01_01_03.c3d',15,EE,B,E,3,Same,28
781,2017,1236,1.305148707,1.77454186,372,590,112,15,'01_01_04.c3d',15,EE,B,E,4,Same,218
741,799,58,1.559287941,1.669053834,459,482,136,75,'01_01_05.c3d',15,EE,B,E,5,Same,23
1197,1585,388,1.035257373,1.975322577,590,691,45,1,'01_01_01.c3d',16,EE,B,E,1,Same,101
785,786,1,1.816430431,2.178835718,514,546,298,289,'01_01_02.c3d',16,EE,B,E,2,Same,32
1350,1606,256,1.023065031,1.315097146,351,633,118,88,'01_01_03.c3d',16,EE,B,E,3,Same,282
766,1010,244,1.655182711,2.124757547,453,452,1,73,'01_01_04.c3d',16,EE,B,E,4,Same,1
733,835,102,1.743175427,1.856467151,534,432,184,196,'01_01_05.c3d',16,EE,B,E,5,Same,102
633,833,200,4.086465459,3.521978765,424,432,295,298,'01_01_01.c3d',17,EE,B,E,1,Same,8
562,797,235,3.521608287,3.439856551,359,360,236,227,'01_01_02.c3d',17,EE,B,E,2,Same,1
653,764,111,2.957219793,3.035234055,393,407,255,258,'01_01_03.c3d',17,EE,B,E,3,Same,14
616,836,220,3.074332171,3.632929371,432,434,302,308,'01_01_04.c3d',17,EE,B,E,4,Same,2
663,702,39,2.925243116,2.403779266,431,482,274,273,'01_01_05.c3d',17,EE,B,E,5,Same,51
764,964,200,2.084898845,2.525333756,474,512,67,1,'01_01_01.c3d',18,EE,B,E,1,Same,38
946,1578,632,2.44938661,2.125798796,474,493,14,136,'01_01_02.c3d',18,EE,B,E,2,Same,19
746,998,252,1.848148295,2.310444113,447,456,266,25,'01_01_03.c3d',18,EE,B,E,3,Same,9
741,825,84,2.281052025,2.377720227,462,486,286,274,'01_01_04.c3d',18,EE,B,E,4,Same,24
702,721,19,1.889318862,1.63185741,501,510,1,1,'01_01_05.c3d',18,EE,B,E,5,Same,9
773,937,164,1.712149,1.77631915,503,481,1,272,'01_01_01.c3d',19,EE,B,E,1,Same,22
828,993,165,1.52029073,1.54422737,574,546,340,1,'01_01_02.c3d',19,EE,B,E,2,Same,28
766,1092,326,1.32775378,1.4756431,471,495,257,252,'01_01_03.c3d',19,EE,B,E,3,Same,24
881,970,89,1.38347246,1.58660755,534,523,263,288,'01_01_04.c3d',19,EE,B,E,4,Same,11
928,1084,156,1.13491606,1.30742837,532,438,1,1,'01_01_05.c3d',19,EE,B,E,5,Same,94
990,1224,234,1.674747037,2.045155448,466,488,290,281,'01_01_01.c3d',20,EE,B,E,1,Same,22
1015,1365,350,1.855077058,2.008321445,537,552,350,335,'01_01_02.c3d',20,EE,B,E,2,Same,15
1169,1191,22,1.595231744,1.465863899,665,636,1,303,'01_01_03.c3d',20,EE,B,E,3,Same,29
1071,1650,579,1.42562201,1.669524832,557,611,82,93,'01_01_04.c3d',20,EE,B,E,4,Same,54
1035,1147,112,1.745438819,1.695632759,550,536,65,334,'01_01_05.c3d',20,EE,B,E,5,Same,14
994,1042,48,1.523700488,1.505814171,612,639,420,80,'01_01_01.c3d',21,EE,B,E,1,Same,27
1075,1402,327,1.208499714,1.331943805,535,568,316,1,'01_01_02.c3d',21,EE,B,E,2,Same,33
934,1249,315,1.023509319,1.014027695,817,799,235,171,'01_01_03.c3d',21,EE,B,E,3,Same,18
756,1146,390,1.089728117,0.872342257,628,187,1,1,'01_01_04.c3d',21,EE,B,E,4,Same,441
1128,1253,125,1.194622022,1.135255806,508,531,313,302,'01_01_05.c3d',21,EE,B,E,5,Same,23
1297,1454,157,0.963312736,1.300249813,596,584,295,344,'01_01_01.c3d',22,EE,B,E,1,Same,12
1621,2082,461,0.695878299,1.072038438,1062,1071,1,22,'01_01_02.c3d',22,EE,B,E,2,Same,9
1421,1535,114,0.813243394,1.387514449,806,865,328,410,'01_01_03.c3d',22,EE,B,E,3,Same,59
1526,1546,20,0.978409985,1.068170324,1027,1063,389,1,'01_01_04.c3d',22,EE,B,E,4,Same,36
1545,2046,501,0.896837866,1.409010796,871,873,296,350,'01_01_05.c3d',22,EE,B,E,5,Same,2
2408,3315,907,0.881069755,0.919655091,539,991,311,263,'01_01_01.c3d',23,EE,B,E,1,Same,452
2433,7399,4966,1.044264716,0.853873774,5649,610,296,321,'01_01_02.c3d',23,EE,B,E,2,Same,5039
4528,4593,65,0.628537509,0.74059141,1141,1049,31,263,'01_01_03.c3d',23,EE,B,E,3,Same,92
4040,5148,1108,0.343918672,0.406658529,1978,2248,1,356,'01_01_04.c3d',23,EE,B,E,4,Same,270
3573,4070,497,0.617714576,0.805993413,2368,1073,332,13,'01_01_05.c3d',23,EE,B,E,5,Same,1295
1054,1574,520,1.51996311,1.388743904,610,632,20,405,'01_01_01.c3d',24,EE,B,E,1,Same,22
947,972,25,1.735026294,1.690715703,551,547,311,82,'01_01_02.c3d',24,EE,B,E,2,Same,4
982,1085,103,1.336707476,1.568116994,506,508,279,292,'01_01_03.c3d',24,EE,B,E,3,Same,2
969,1179,210,1.007371512,1.096856122,559,528,1,1,'01_01_04.c3d',24,EE,B,E,4,Same,31
993,1508,515,1.133709768,1.44222191,430,456,128,1,'01_01_05.c3d',24,EE,B,E,5,Same,26
983,1043,60,1.416159791,1.328556197,487,515,244,253,'01_01_01.c3d',25,EE,B,E,1,Same,28
1329,1956,627,0.890446697,0.817466954,793,785,465,440,'01_01_02.c3d',25,EE,B,E,2,Same,8
882,1002,120,1.419687117,1.325761498,467,451,221,241,'01_01_03.c3d',25,EE,B,E,3,Same,16
1042,1495,453,1.048424999,1.052952181,555,590,245,275,'01_01_04.c3d',25,EE,B,E,4,Same,35
1297,1320,23,1.172315459,1.090505097,550,499,1,248,'01_01_05.c3d',25,EE,B,E,5,Same,51
1258,1719,461,0.948038556,1.301538282,537,517,307,290,'01_01_01.c3d',26,EE,B,E,1,Same,20
2057,2128,71,1.050071032,2.177371289,838,801,4,617,'01_01_02.c3d',26,EE,B,E,2,Same,37
1817,1903,86,1.151074206,1.181284049,571,582,1,1,'01_01_03.c3d',26,EE,B,E,3,Same,11
1138,2817,1679,0.849174284,1.019049371,1014,503,283,251,'01_01_04.c3d',26,EE,B,E,4,Same,511
1149,1634,485,1.139060409,0.978109529,497,556,67,44,'01_01_05.c3d',26,EE,B,E,5,Same,59
1784,2275,491,1.042069326,1.162522393,910,861,598,573,'01_01_01.c3d',27,EE,B,E,1,Same,49
1356,1552,196,1.207388259,1.195659291,724,772,435,310,'01_01_02.c3d',27,EE,B,E,2,Same,48
1906,2415,509,0.771048982,1.028460034,895,901,572,563,'01_01_03.c3d',27,EE,B,E,3,Same,6
1524,2116,592,0.793050506,1.278978615,1010,1052,41,1,'01_01_04.c3d',27,EE,B,E,4,Same,42
1697,1873,176,0.978009059,1.556803964,1297,1195,55,992,'01_01_05.c3d',27,EE,B,E,5,Same,102
973,1568,595,1.24926967,0.91828012,515,923,281,253,'01_01_01.c3d',28,EE,B,E,1,Same,408
1211,1672,461,0.88458041,1.03161229,518,779,1,291,'01_01_02.c3d',28,EE,B,E,2,Same,261
1240,1713,473,1.01549122,0.84840968,954,965,273,73,'01_01_03.c3d',28,EE,B,E,3,Same,11
1546,1806,260,0.88479768,0.96143867,646,593,362,26,'01_01_04.c3d',28,EE,B,E,4,Same,53
1132,1636,504,1.14947341,1.04567004,925,598,91,344,'01_01_05.c3d',28,EE,B,E,5,Same,327
995,1051,56,1.730930019,2.202168594,544,546,361,361,'01_01_01.c3d',29,EE,B,E,1,Same,2
762,1025,263,1.800494511,2.078482156,489,475,292,280,'01_01_02.c3d',29,EE,B,E,2,Same,14
1002,1121,119,1.366521331,1.182297114,527,537,268,1,'01_01_03.c3d',29,EE,B,E,3,Same,10
1695,2421,726,1.274155188,1.626425808,1020,986,755,12,'01_01_04.c3d',29,EE,B,E,4,Same,34
909,1465,556,1.428206257,1.706741039,570,563,1,349,'01_01_05.c3d',29,EE,B,E,5,Same,7
919,1398,479,0.990403287,1.151356931,490,458,128,243,'01_01_01.c3d',30,EE,B,E,1,Same,32
1050,1204,154,1.260594348,1.376807075,516,474,256,95,'01_01_02.c3d',30,EE,B,E,2,Same,42
879,1504,625,0.952192542,0.901583122,625,442,45,80,'01_01_03.c3d',30,EE,B,E,3,Same,183
1041,1375,334,1.00161643,0.981404552,530,482,292,1,'01_01_04.c3d',30,EE,B,E,4,Same,48
1173,1275,102,0.846203575,0.828831296,515,459,240,201,'01_01_05.c3d',30,EE,B,E,5,Same,56
1038,1597,559,2.835988165,2.768505273,582,596,369,403,'01_01_01.c3d',31,EE,B,E,1,Same,14
850,955,105,2.004499264,1.989956679,537,526,320,307,'01_01_02.c3d',31,EE,B,E,2,Same,11
874,2092,1218,2.407787502,2.271472381,517,508,301,309,'01_01_03.c3d',31,EE,B,E,3,Same,9
937,982,45,2.103144246,2.058224454,557,515,315,299,'01_01_04.c3d',31,EE,B,E,4,Same,42
915,963,48,2.30452489,2.306188381,473,482,288,293,'01_01_05.c3d',31,EE,B,E,5,Same,9
918,1003,85,1.643562222,1.898242169,604,586,364,359,'01_01_01.c3d',32,EE,B,E,1,Same,18
941,1615,674,1.142534102,1.566611023,537,546,298,297,'01_01_02.c3d',32,EE,B,E,2,Same,9
963,1059,96,1.719860814,1.64131256,613,632,376,47,'01_01_03.c3d',32,EE,B,E,3,Same,19
1154,1169,15,0.832572134,0.925064103,887,920,104,311,'01_01_04.c3d',32,EE,B,E,4,Same,33
1352,1382,30,0.894290047,1.03330285,694,706,247,277,'01_01_05.c3d',32,EE,B,E,5,Same,12
1454,1981,527,1.615767976,1.520392607,1143,1141,851,808,'01_01_01.c3d',33,EE,B,E,1,Same,2
1180,1402,222,1.317408858,1.482205376,657,651,406,1,'01_01_02.c3d',33,EE,B,E,2,Same,6
1110,1280,170,1.052605359,1.255562439,750,778,496,416,'01_01_03.c3d',33,EE,B,E,3,Same,28
948,1051,103,1.300937375,1.581018378,641,585,396,366,'01_01_04.c3d',33,EE,B,E,4,Same,56
1127,1406,279,1.113292058,1.281640427,537,517,300,290,'01_01_05.c3d',33,EE,B,E,5,Same,20
1338,1349,11,1.624992423,1.641629061,894,829,670,658,'01_01_01.c3d',34,EE,B,E,1,Same,65
966,997,31,1.939056432,1.817665158,842,870,578,32,'01_01_02.c3d',34,EE,B,E,2,Same,28
805,881,76,2.074560268,2.205210781,566,594,360,383,'01_01_03.c3d',34,EE,B,E,3,Same,28
910,932,22,1.210770391,1.422750011,474,491,266,259,'01_01_04.c3d',34,EE,B,E,4,Same,17
928,1941,1013,1.344780203,1.537191048,641,513,57,48,'01_01_05.c3d',34,EE,B,E,5,Same,128
764,1127,363,2.090015392,2.11670663,438,469,228,218,'01_01_01.c3d',35,EE,B,E,1,Same,31
742,1042,300,2.001352867,1.829243374,428,493,96,244,'01_01_02.c3d',35,EE,B,E,2,Same,65
919,1102,183,2.240905393,2.222152535,485,509,269,296,'01_01_03.c3d',35,EE,B,E,3,Same,24
824,1271,447,1.55492121,1.70547411,457,507,233,257,'01_01_04.c3d',35,EE,B,E,4,Same,50
959,961,2,1.275600551,1.154040883,520,446,1,1,'01_01_05.c3d',35,EE,B,E,5,Same,74
1326,1859,533,1.044048611,1.288203732,591,642,1,46,'01_02_01.c3d',1,EE,B,M,1,Same,51
1374,2494,1120,0.991921756,1.493709826,554,582,32,382,'01_02_02.c3d',1,EE,B,M,2,Same,28
1184,1551,367,1.541065634,1.310015549,730,759,48,46,'01_02_03.c3d',1,EE,B,M,3,Same,29
1313,1570,257,0.814263677,1.047489619,513,577,273,1,'01_02_04.c3d',1,EE,B,M,4,Same,64
1007,1085,78,1.237724273,1.124269914,504,557,183,1,'01_02_05.c3d',1,EE,B,M,5,Same,53
1441,2196,755,0.862512109,1.454442264,522,937,289,1,'01_02_01.c3d',2,EE,B,M,1,Same,415
1693,3299,1606,0.631318039,0.865274906,539,505,272,1,'01_02_02.c3d',2,EE,B,M,2,Same,34
1349,3171,1822,0.897897401,1.012960868,478,904,195,233,'01_02_03.c3d',2,EE,B,M,3,Same,426
1163,1924,761,0.822511789,1.211068616,579,566,331,1,'01_02_04.c3d',2,EE,B,M,4,Same,13
1856,2391,535,0.931742731,1.197639916,485,475,68,249,'01_02_05.c3d',2,EE,B,M,5,Same,10
780,889,109,1.516911658,2.042515992,549,575,39,1,'01_02_01.c3d',3,EE,B,M,1,Same,26
690,925,235,1.649796517,1.917172938,442,502,265,1,'01_02_02.c3d',3,EE,B,M,2,Same,60
878,928,50,1.805925341,2.028504689,494,518,195,13,'01_02_03.c3d',3,EE,B,M,3,Same,24
733,894,161,1.947036252,1.888325011,447,489,255,276,'01_02_04.c3d',3,EE,B,M,4,Same,42
687,957,270,1.45053629,1.730843931,478,533,1,70,'01_02_05.c3d',3,EE,B,M,5,Same,55
805,1472,667,1.709727652,2.237009329,513,531,320,311,'01_02_01.c3d',4,EE,B,M,1,Same,18
1034,1094,60,1.683243313,1.438651357,734,769,518,59,'01_02_02.c3d',4,EE,B,M,2,Same,35
1005,1007,2,1.732035003,2.118587319,627,539,318,1,'01_02_03.c3d',4,EE,B,M,3,Same,88
1080,1440,360,1.082165887,0.770727845,545,658,22,17,'01_02_04.c3d',4,EE,B,M,4,Same,113
1220,1575,355,1.44817116,1.28425373,687,679,468,1,'01_02_05.c3d',4,EE,B,M,5,Same,8
557,1172,615,2.641901254,2.683076581,373,366,113,199,'01_02_01.c3d',5,EE,B,M,1,Same,7
730,922,192,1.862971616,2.46173022,524,561,63,63,'01_02_02.c3d',5,EE,B,M,2,Same,37
683,698,15,1.722669852,2.484698106,432,439,1,259,'01_02_03.c3d',5,EE,B,M,3,Same,7
126,850,724,2.234674323,1.661201543,152,462,1,1,'01_02_04.c3d',5,EE,B,M,4,Same,310
668,772,104,2.08698104,2.610882379,452,474,281,284,'01_02_05.c3d',5,EE,B,M,5,Same,22
4119,4902,783,0.536796802,0.574276817,3350,2416,150,1,'01_02_01.c3d',6,EE,B,M,1,Same,934
898,1334,436,1.452381623,1.700206531,516,619,299,72,'01_02_02.c3d',6,EE,B,M,2,Same,103
775,803,28,1.409677519,1.643086056,658,622,6,314,'01_02_03.c3d',6,EE,B,M,3,Same,36
823,1161,338,1.374719826,1.605915189,665,623,1,18,'01_02_04.c3d',6,EE,B,M,4,Same,42
1050,1750,700,0.975418799,1.263296945,839,557,59,52,'01_02_05.c3d',6,EE,B,M,5,Same,282
1174,1701,527,1.281886695,1.118066299,554,603,329,320,'01_02_01.c3d',7,EE,B,M,1,Same,49
1144,1431,287,1.511028066,1.552455531,635,648,72,1,'01_02_02.c3d',7,EE,B,M,2,Same,13
972,996,24,1.317620233,1.344286498,571,590,1,71,'01_02_03.c3d',7,EE,B,M,3,Same,19
778,1398,620,1.641194377,1.369350965,468,471,262,123,'01_02_04.c3d',7,EE,B,M,4,Same,3
943,1107,164,1.123844673,1.197596365,537,592,30,321,'01_02_05.c3d',7,EE,B,M,5,Same,55
1399,1525,126,0.956544574,0.966569428,446,458,152,153,'01_02_01.c3d',8,EE,B,M,1,Same,12
2069,2908,839,0.568807141,0.736265445,400,515,186,237,'01_02_02.c3d',8,EE,B,M,2,Same,115
1626,1728,102,0.969554002,0.981688234,500,547,11,286,'01_02_03.c3d',8,EE,B,M,3,Same,47
1086,1808,722,0.696147266,1.044713943,553,653,1,38,'01_02_04.c3d',8,EE,B,M,4,Same,100
1397,1531,134,0.613708701,0.802441963,559,346,1,1,'01_02_05.c3d',8,EE,B,M,5,Same,213
1615,1753,138,1.36776538,1.43575079,730,718,1,1,'01_02_01.c3d',9,EE,B,M,1,Same,12
811,1505,694,0.650838985,2.188199478,491,420,253,259,'01_02_02.c3d',9,EE,B,M,2,Same,71
941,2291,1350,1.299505989,1.846099403,474,433,261,265,'01_02_03.c3d',9,EE,B,M,3,Same,41
944,1568,624,1.43753671,1.494728851,506,472,274,77,'01_02_04.c3d',9,EE,B,M,4,Same,34
1310,1787,477,0.843041826,1.051581845,801,785,263,25,'01_02_05.c3d',9,EE,B,M,5,Same,16
781,1222,441,2.541428806,3.01715139,435,454,277,283,'01_02_01.c3d',10,EE,B,M,1,Same,19
706,1134,428,2.438460528,2.795672282,540,538,324,322,'01_02_02.c3d',10,EE,B,M,2,Same,2
936,1368,432,1.592028614,1.587029479,555,549,353,25,'01_02_03.c3d',10,EE,B,M,3,Same,6
874,950,76,1.208001007,1.668352123,100,124,1,1,'01_02_04.c3d',10,EE,B,M,4,Same,24
825,975,150,1.100025968,1.190024297,134,402,1,1,'01_02_05.c3d',10,EE,B,M,5,Same,268
1385,1657,272,1.078711815,1.012542786,743,756,1,1,'01_02_01.c3d',11,EE,B,M,1,Same,13
1510,1732,222,0.966121287,0.836747032,866,766,345,1,'01_02_02.c3d',11,EE,B,M,2,Same,100
1639,2633,994,0.649661905,0.769263864,734,712,1,1,'01_02_03.c3d',11,EE,B,M,3,Same,22
1604,2365,761,0.565639175,0.693863319,971,842,15,1,'01_02_04.c3d',11,EE,B,M,4,Same,129
1296,1331,35,0.90671862,0.765771544,837,860,339,279,'01_02_05.c3d',11,EE,B,M,5,Same,23
1414,1466,52,1.058509435,0.933065662,688,711,1,1,'01_02_01.c3d',12,EE,B,M,1,Same,23
946,1005,59,1.483095399,1.401768937,470,505,292,275,'01_02_02.c3d',12,EE,B,M,2,Same,35
897,1543,646,1.79290023,1.759651007,449,494,280,265,'01_02_03.c3d',12,EE,B,M,3,Same,45
875,1082,207,1.690159701,1.496509688,520,527,319,325,'01_02_04.c3d',12,EE,B,M,4,Same,7
1000,1209,209,1.360651688,0.875788324,504,534,314,1,'01_02_05.c3d',12,EE,B,M,5,Same,30
993,1354,361,1.468190647,1.761071367,483,545,70,285,'01_02_01.c3d',13,EE,B,M,1,Same,62
853,879,26,1.537944068,1.898314608,538,596,301,306,'01_02_02.c3d',13,EE,B,M,2,Same,58
950,1373,423,1.402020969,1.417126701,494,512,1,37,'01_02_03.c3d',13,EE,B,M,3,Same,18
906,909,3,1.785463273,1.740804963,448,476,130,163,'01_02_04.c3d',13,EE,B,M,4,Same,28
1316,1557,241,1.236738332,1.186102088,588,624,1,339,'01_02_05.c3d',13,EE,B,M,5,Same,36
697,837,140,1.982442414,2.5115975,437,457,1,31,'01_02_01.c3d',14,EE,B,M,1,Same,20
704,738,34,2.142437344,2.922335839,429,454,242,256,'01_02_02.c3d',14,EE,B,M,2,Same,25
921,1405,484,1.809413427,1.93586764,426,485,149,278,'01_02_03.c3d',14,EE,B,M,3,Same,59
826,968,142,2.184432745,2.328760489,412,443,215,254,'01_02_04.c3d',14,EE,B,M,4,Same,31
710,925,215,2.089981366,2.401705117,395,512,241,275,'01_02_05.c3d',14,EE,B,M,5,Same,117
2091,2263,172,0.588472802,0.732725256,1509,1095,1,1,'01_02_01.c3d',15,EE,B,M,1,Same,414
1082,1532,450,1.394668066,1.279185061,535,570,311,1,'01_02_02.c3d',15,EE,B,M,2,Same,35
812,1057,245,1.512388993,1.465712021,450,501,146,128,'01_02_03.c3d',15,EE,B,M,3,Same,51
1206,2001,795,1.46251725,1.556745158,500,492,296,285,'01_02_04.c3d',15,EE,B,M,4,Same,8
872,920,48,1.375642057,1.452313741,441,485,110,1,'01_02_05.c3d',15,EE,B,M,5,Same,44
762,944,182,1.391885216,1.328825944,425,434,1,1,'01_02_01.c3d',16,EE,B,M,1,Same,9
895,944,49,1.563222421,1.971846465,471,472,265,271,'01_02_02.c3d',16,EE,B,M,2,Same,1
900,946,46,1.429220746,1.64579705,417,461,221,219,'01_02_03.c3d',16,EE,B,M,3,Same,44
875,1959,1084,1.471433052,1.464878129,572,585,340,3,'01_02_04.c3d',16,EE,B,M,4,Same,13
977,1177,200,1.973362736,1.600803854,441,530,240,192,'01_02_05.c3d',16,EE,B,M,5,Same,89
